operating_date,interval_index,interval_start,interval_end,duration_hours,load_kw,pv_actual_kw,electricity_price_yuan_per_kwh,load_energy_kwh,pv_actual_energy_kwh
2025-01-01,17,2025-01-01 02:40:00,2025-01-01 02:50:00,0.1666666667,3996.8945,0,0.5498,666.1490833,0
2025-01-01,18,2025-01-01 02:50:00,2025-01-01 03:00:00,0.1666666667,4102.19,0,0.5471,683.6983333,0
2025-01-01,19,2025-01-01 03:00:00,2025-01-01 03:10:00,0.1666666667,4086.0577,0,0.5067,681.0096167,0
2025-01-01,20,2025-01-01 03:10:00,2025-01-01 03:20:00,0.1666666667,4133.7626,0,0.4769,688.9604333,0
2025-01-01,21,2025-01-01 03:20:00,2025-01-01 03:30:00,0.1666666667,4179.18,0,0.4669,696.53,0
2025-01-01,22,2025-01-01 03:30:00,2025-01-01 03:40:00,0.1666666667,3953.3711,0,0.4501,658.8951833,0
2025-01-01,23,2025-01-01 03:40:00,2025-01-01 03:50:00,0.1666666667,3910.7496,0,0.4608,651.7916,0
2025-01-01,24,2025-01-01 03:50:00,2025-01-01 04:00:00,0.1666666667,4099.31,0,0.4927,683.2183333,0
2025-01-01,25,2025-01-01 04:00:00,2025-01-01 04:10:00,0.1666666667,4123.8623,0,0.4976,687.3103833,0
2025-01-01,26,2025-01-01 04:10:00,2025-01-01 04:20:00,0.1666666667,4169.0068,0,0.4889,694.8344667,0
2025-01-01,27,2025-01-01 04:20:00,2025-01-01 04:30:00,0.1666666667,4260.24,0,0.4885,710.04,0
2025-01-01,28,2025-01-01 04:30:00,2025-01-01 04:40:00,0.1666666667,4217.2222,0,0.5042,702.8703667,0
2025-01-01,29,2025-01-01 04:40:00,2025-01-01 04:50:00,0.1666666667,4261.857,0,0.5178,710.3095,0
2025-01-01,30,2025-01-01 04:50:00,2025-01-01 05:00:00,0.1666666667,4341.9,0,0.5042,723.65,0
2025-01-01,31,2025-01-01 05:00:00,2025-01-01 05:10:00,0.1666666667,4208.2208,0.0021,0.4639,701.3701333,0.00035
2025-01-01,32,2025-01-01 05:10:00,2025-01-01 05:20:00,0.1666666667,4302.1233,0,0.4899,717.02055,0
2025-01-01,33,2025-01-01 05:20:00,2025-01-01 05:30:00,0.1666666667,4456.59,0,0.5194,742.765,0
2025-01-01,34,2025-01-01 05:30:00,2025-01-01 05:40:00,0.1666666667,4148.637,0.0299,0.4459,691.4395,0.004983333333
2025-01-01,35,2025-01-01 05:40:00,2025-01-01 05:50:00,0.1666666667,4498.1333,0,0.6726,749.6888833,0
2025-01-01,36,2025-01-01 05:50:00,2025-01-01 06:00:00,0.1666666667,5369.38,0,1.0693,894.8966667,0
2025-01-01,37,2025-01-01 06:00:00,2025-01-01 06:10:00,0.1666666667,5440.8991,0.4169,1.0696,906.8165167,0.06948333333
2025-01-01,38,2025-01-01 06:10:00,2025-01-01 06:20:00,0.1666666667,5316.893,0,0.9974,886.1488333,0
2025-01-01,39,2025-01-01 06:20:00,2025-01-01 06:30:00,0.1666666667,5399.82,0,1.0451,899.97,0
2025-01-01,40,2025-01-01 06:30:00,2025-01-01 06:40:00,0.1666666667,5447.4007,5.8062,1.0684,907.9001167,0.9677
2025-01-01,41,2025-01-01 06:40:00,2025-01-01 06:50:00,0.1666666667,5444.401,0,1.0267,907.4001667,0
2025-01-01,42,2025-01-01 06:50:00,2025-01-01 07:00:00,0.1666666667,5433.63,3.075,0.9814,905.605,0.5125
2025-01-01,43,2025-01-01 07:00:00,2025-01-01 07:10:00,0.1666666667,5449.2818,175.7953,1.0187,908.2136333,29.29921667
2025-01-01,44,2025-01-01 07:10:00,2025-01-01 07:20:00,0.1666666667,5510.0042,421.496,1.0362,918.3340333,70.24933333
2025-01-01,45,2025-01-01 07:20:00,2025-01-01 07:30:00,0.1666666667,5476,677.1,0.967,912.6666667,112.85
2025-01-01,46,2025-01-01 07:30:00,2025-01-01 07:40:00,0.1666666667,5329.4215,950.8112,0.893,888.2369167,158.4685333
2025-01-01,47,2025-01-01 07:40:00,2025-01-01 07:50:00,0.1666666667,6084.1163,1255.5705,1.136,1014.019383,209.26175
2025-01-01,48,2025-01-01 07:50:00,2025-01-01 08:00:00,0.1666666667,7316,1592.2875,1.5209,1219.333333,265.38125
2025-01-01,49,2025-01-01 08:00:00,2025-01-01 08:10:00,0.1666666667,7469.4947,1937.5212,1.5206,1244.915783,322.9202
2025-01-01,50,2025-01-01 08:10:00,2025-01-01 08:20:00,0.1666666667,7225.691,2225.1261,1.4132,1204.281833,370.85435
2025-01-01,51,2025-01-01 08:20:00,2025-01-01 08:30:00,0.1666666667,7216.13,2490.1125,1.3895,1202.688333,415.01875
2025-01-01,52,2025-01-01 08:30:00,2025-01-01 08:40:00,0.1666666667,7361.7004,2826.3146,1.361,1226.950067,471.0524333
2025-01-01,53,2025-01-01 08:40:00,2025-01-01 08:50:00,0.1666666667,7275.513,3122.1315,1.3028,1212.5855,520.35525
2025-01-01,54,2025-01-01 08:50:00,2025-01-01 09:00:00,0.1666666667,7077.29,3350.9625,1.2562,1179.548333,558.49375
2025-01-01,55,2025-01-01 09:00:00,2025-01-01 09:10:00,0.1666666667,7221.8762,3601.7977,1.2749,1203.646033,600.2996167
2025-01-01,56,2025-01-01 09:10:00,2025-01-01 09:20:00,0.1666666667,7229.5513,3875.6352,1.2735,1204.925217,645.9392
2025-01-01,57,2025-01-01 09:20:00,2025-01-01 09:30:00,0.1666666667,7099.33,4149.825,1.2135,1183.221667,691.6375
2025-01-01,58,2025-01-01 09:30:00,2025-01-01 09:40:00,0.1666666667,7297.1521,4403.4802,1.1586,1216.192017,733.9133667
2025-01-01,59,2025-01-01 09:40:00,2025-01-01 09:50:00,0.1666666667,7313.1756,4624.7505,1.2464,1218.8626,770.79175
2025-01-01,60,2025-01-01 09:50:00,2025-01-01 10:00:00,0.1666666667,7099.46,4836.6375,1.3947,1183.243333,806.10625
2025-01-01,61,2025-01-01 10:00:00,2025-01-01 10:10:00,0.1666666667,7125.5214,5080.7024,1.3761,1187.5869,846.7837333
2025-01-01,62,2025-01-01 10:10:00,2025-01-01 10:20:00,0.1666666667,7096.3104,5338.7528,1.3294,1182.7184,889.7921333
2025-01-01,63,2025-01-01 10:20:00,2025-01-01 10:30:00,0.1666666667,6986.17,5494.725,1.3646,1164.361667,915.7875
2025-01-01,64,2025-01-01 10:30:00,2025-01-01 10:40:00,0.1666666667,7098.9702,5437.9778,1.4099,1183.1617,906.3296333
2025-01-01,65,2025-01-01 10:40:00,2025-01-01 10:50:00,0.1666666667,7193.993,5396.2126,1.1773,1198.998833,899.3687667
2025-01-01,66,2025-01-01 10:50:00,2025-01-01 11:00:00,0.1666666667,7135.18,5372.1,0.806,1189.196667,895.35
2025-01-01,67,2025-01-01 11:00:00,2025-01-01 11:10:00,0.1666666667,7042.947,5182.9722,0.7483,1173.8245,863.8287
2025-01-01,68,2025-01-01 11:10:00,2025-01-01 11:20:00,0.1666666667,7069.1675,5131.5011,0.7981,1178.194583,855.2501833
2025-01-01,69,2025-01-01 11:20:00,2025-01-01 11:30:00,0.1666666667,7129.17,5294.775,0.7929,1188.195,882.4625
2025-01-01,70,2025-01-01 11:30:00,2025-01-01 11:40:00,0.1666666667,6971.0393,5434.7444,0.7713,1161.839883,905.7907333
2025-01-01,71,2025-01-01 11:40:00,2025-01-01 11:50:00,0.1666666667,6648.4937,5455.5011,0.726,1108.082283,909.2501833
2025-01-01,72,2025-01-01 11:50:00,2025-01-01 12:00:00,0.1666666667,6471.29,5331.7125,0.7133,1078.548333,888.61875
2025-01-01,73,2025-01-01 12:00:00,2025-01-01 12:10:00,0.1666666667,6681.1855,5126.6533,0.8026,1113.530917,854.4422167
2025-01-01,74,2025-01-01 12:10:00,2025-01-01 12:20:00,0.1666666667,6585.2714,5118.4895,0.8183,1097.545233,853.0815833
2025-01-01,75,2025-01-01 12:20:00,2025-01-01 12:30:00,0.1666666667,6283.97,5302.575,0.7305,1047.328333,883.7625
2025-01-01,76,2025-01-01 12:30:00,2025-01-01 12:40:00,0.1666666667,6547.9322,5399.7996,0.712,1091.322033,899.9666
2025-01-01,77,2025-01-01 12:40:00,2025-01-01 12:50:00,0.1666666667,6747.6789,5377.6488,0.903,1124.61315,896.2748
2025-01-01,78,2025-01-01 12:50:00,2025-01-01 13:00:00,0.1666666667,6682.36,5261.8125,1.1525,1113.726667,876.96875
2025-01-01,79,2025-01-01 13:00:00,2025-01-01 13:10:00,0.1666666667,6790.9628,5097.6164,1.1607,1131.827133,849.6027333
2025-01-01,80,2025-01-01 13:10:00,2025-01-01 13:20:00,0.1666666667,6916.0165,5029.4534,1.1437,1152.669417,838.2422333
2025-01-01,81,2025-01-01 13:20:00,2025-01-01 13:30:00,0.1666666667,6834.78,5043.8625,1.1537,1139.13,840.64375
2025-01-01,82,2025-01-01 13:30:00,2025-01-01 13:40:00,0.1666666667,6546.5252,4973.5844,1.0571,1091.087533,828.9307333
2025-01-01,83,2025-01-01 13:40:00,2025-01-01 13:50:00,0.1666666667,6539.873,4769.7524,1.1423,1089.978833,794.9587333
2025-01-01,84,2025-01-01 13:50:00,2025-01-01 14:00:00,0.1666666667,6773.97,4478.625,1.3627,1128.995,746.4375
2025-01-01,85,2025-01-01 14:00:00,2025-01-01 14:10:00,0.1666666667,6736.8117,4209.3909,1.363,1122.80195,701.56515
2025-01-01,86,2025-01-01 14:10:00,2025-01-01 14:20:00,0.1666666667,6623.3813,4060.4316,1.3215,1103.896883,676.7386
2025-01-01,87,2025-01-01 14:20:00,2025-01-01 14:30:00,0.1666666667,6548.98,3934.425,1.3884,1091.496667,655.7375
2025-01-01,88,2025-01-01 14:30:00,2025-01-01 14:40:00,0.1666666667,6398.5627,3648.1229,1.4736,1066.427117,608.0204833
2025-01-01,89,2025-01-01 14:40:00,2025-01-01 14:50:00,0.1666666667,6196.5854,3431.0164,1.2203,1032.764233,571.8360667
2025-01-01,90,2025-01-01 14:50:00,2025-01-01 15:00:00,0.1666666667,6154.69,3327.3375,0.8295,1025.781667,554.55625
2025-01-01,91,2025-01-01 15:00:00,2025-01-01 15:10:00,0.1666666667,6459.5818,3139.1175,0.8782,1076.596967,523.18625
2025-01-01,92,2025-01-01 15:10:00,2025-01-01 15:20:00,0.1666666667,6622.8857,2860.4253,0.974,1103.814283,476.73755
2025-01-01,93,2025-01-01 15:20:00,2025-01-01 15:30:00,0.1666666667,6493.61,2505,0.9257,1082.268333,417.5
2025-01-01,94,2025-01-01 15:30:00,2025-01-01 15:40:00,0.1666666667,6375.0516,2089.695,0.9368,1062.5086,348.2825
2025-01-01,95,2025-01-01 15:40:00,2025-01-01 15:50:00,0.1666666667,6354.113,1762.1562,0.9885,1059.018833,293.6927
2025-01-01,96,2025-01-01 15:50:00,2025-01-01 16:00:00,0.1666666667,6404.25,1525.8,1.0236,1067.375,254.3
2025-01-01,97,2025-01-01 16:00:00,2025-01-01 16:10:00,0.1666666667,6444.972,1249.2025,1.0256,1074.162,208.2004167
2025-01-01,98,2025-01-01 16:10:00,2025-01-01 16:20:00,0.1666666667,6399.4586,968.2219,1.0518,1066.576433,161.3703167
2025-01-01,99,2025-01-01 16:20:00,2025-01-01 16:30:00,0.1666666667,6292.15,706.6125,1.0918,1048.691667,117.76875
2025-01-01,100,2025-01-01 16:30:00,2025-01-01 16:40:00,0.1666666667,6236.9153,440.4383,1.0866,1039.485883,73.40638333
2025-01-01,101,2025-01-01 16:40:00,2025-01-01 16:50:00,0.1666666667,6299.9437,180.885,1.1196,1049.990617,30.1475
2025-01-01,102,2025-01-01 16:50:00,2025-01-01 17:00:00,0.1666666667,6389.06,2.9625,1.1821,1064.843333,0.49375
2025-01-01,103,2025-01-01 17:00:00,2025-01-01 17:10:00,0.1666666667,6325.1833,0,1.1719,1054.197217,0
2025-01-01,104,2025-01-01 17:10:00,2025-01-01 17:20:00,0.1666666667,6169.4734,5.9578,1.1271,1028.245567,0.9929666667
2025-01-01,105,2025-01-01 17:20:00,2025-01-01 17:30:00,0.1666666667,6191.99,0,1.1001,1031.998333,0
2025-01-01,106,2025-01-01 17:30:00,2025-01-01 17:40:00,0.1666666667,6464.5067,0,1.1206,1077.417783,0
2025-01-01,107,2025-01-01 17:40:00,2025-01-01 17:50:00,0.1666666667,5764.0309,0.4277,1.2125,960.6718167,0.07128333333
2025-01-01,108,2025-01-01 17:50:00,2025-01-01 18:00:00,0.1666666667,4529.45,0,1.3246,754.9083333,0
2025-01-01,109,2025-01-01 18:00:00,2025-01-01 18:10:00,0.1666666667,4490.5328,0,1.3543,748.4221333,0
2025-01-01,110,2025-01-01 18:10:00,2025-01-01 18:20:00,0.1666666667,4644.0206,0.0307,1.2951,774.0034333,0.005116666667
2025-01-01,111,2025-01-01 18:20:00,2025-01-01 18:30:00,0.1666666667,4469.21,0,1.2214,744.8683333,0
2025-01-01,112,2025-01-01 18:30:00,2025-01-01 18:40:00,0.1666666667,4470.465,0,1.2363,745.0775,0
2025-01-01,113,2025-01-01 18:40:00,2025-01-01 18:50:00,0.1666666667,4510.8756,0.0022,1.3339,751.8126,0.0003666666667
2025-01-01,114,2025-01-01 18:50:00,2025-01-01 19:00:00,0.1666666667,4486.17,0,1.4613,747.695,0
2025-01-01,115,2025-01-01 19:00:00,2025-01-01 19:10:00,0.1666666667,4471.7293,0,1.5521,745.2882167,0
2025-01-01,116,2025-01-01 19:10:00,2025-01-01 19:20:00,0.1666666667,4439.8235,0,1.5622,739.9705833,0
2025-01-01,117,2025-01-01 19:20:00,2025-01-01 19:30:00,0.1666666667,4387.19,0,1.5218,731.1983333,0
2025-01-01,118,2025-01-01 19:30:00,2025-01-01 19:40:00,0.1666666667,4347.9765,0,1.5047,724.66275,0
2025-01-01,119,2025-01-01 19:40:00,2025-01-01 19:50:00,0.1666666667,4300.6345,0,1.4843,716.7724167,0
2025-01-01,120,2025-01-01 19:50:00,2025-01-01 20:00:00,0.1666666667,4315.99,0,1.4695,719.3316667,0
2025-01-01,121,2025-01-01 20:00:00,2025-01-01 20:10:00,0.1666666667,4483.2744,0,1.4993,747.2124,0
2025-01-01,122,2025-01-01 20:10:00,2025-01-01 20:20:00,0.1666666667,4551.706,0,1.4946,758.6176667,0
2025-01-01,123,2025-01-01 20:20:00,2025-01-01 20:30:00,0.1666666667,4499.8,0,1.5029,749.9666667,0
2025-01-01,124,2025-01-01 20:30:00,2025-01-01 20:40:00,0.1666666667,4535.0935,0,1.5993,755.8489167,0
2025-01-01,125,2025-01-01 20:40:00,2025-01-01 20:50:00,0.1666666667,4528.916,0,1.3716,754.8193333,0
2025-01-01,126,2025-01-01 20:50:00,2025-01-01 21:00:00,0.1666666667,4483.51,0,0.9601,747.2516667,0
2025-01-01,127,2025-01-01 21:00:00,2025-01-01 21:10:00,0.1666666667,4548.2302,0,0.9485,758.0383667,0
2025-01-01,128,2025-01-01 21:10:00,2025-01-01 21:20:00,0.1666666667,4595.6841,0,1.0064,765.94735,0
2025-01-01,129,2025-01-01 21:20:00,2025-01-01 21:30:00,0.1666666667,4620.9,0,0.9622,770.15,0
2025-01-01,130,2025-01-01 21:30:00,2025-01-01 21:40:00,0.1666666667,4653.7148,0,0.947,775.6191333,0
2025-01-01,131,2025-01-01 21:40:00,2025-01-01 21:50:00,0.1666666667,4131.9845,0,0.7428,688.6640833,0
2025-01-01,132,2025-01-01 21:50:00,2025-01-01 22:00:00,0.1666666667,3363,0,0.4482,560.5,0
2025-01-01,133,2025-01-01 22:00:00,2025-01-01 22:10:00,0.1666666667,3305.7588,0,0.4243,550.9598,0
2025-01-01,134,2025-01-01 22:10:00,2025-01-01 22:20:00,0.1666666667,3470.932,0,0.4595,578.4886667,0
2025-01-01,135,2025-01-01 22:20:00,2025-01-01 22:30:00,0.1666666667,3521.37,0,0.4384,586.895,0
2025-01-01,136,2025-01-01 22:30:00,2025-01-01 22:40:00,0.1666666667,3561.5279,0,0.4506,593.5879833,0
2025-01-01,137,2025-01-01 22:40:00,2025-01-01 22:50:00,0.1666666667,3386.068,0,0.4362,564.3446667,0
2025-01-01,138,2025-01-01 22:50:00,2025-01-01 23:00:00,0.1666666667,3289.99,0,0.4111,548.3316667,0
2025-01-01,139,2025-01-01 23:00:00,2025-01-01 23:10:00,0.1666666667,3774.2552,0,0.459,629.0425333,0
2025-01-01,140,2025-01-01 23:10:00,2025-01-01 23:20:00,0.1666666667,3883.62,0,0.4759,647.27,0
2025-01-01,141,2025-01-01 23:20:00,2025-01-01 23:30:00,0.1666666667,3525.14,0,0.4314,587.5233333,0
2025-01-01,142,2025-01-01 23:30:00,2025-01-01 23:40:00,0.1666666667,3553.5909,0,0.4038,592.26515,0
2025-01-01,143,2025-01-01 23:40:00,2025-01-01 23:50:00,0.1666666667,3697.1141,0,0.4179,616.1856833,0
2025-01-01,144,2025-01-01 23:50:00,2025-01-02 00:00:00,0.1666666667,3696.7,0,0.4284,616.1166667,0
2025-01-02,1,2025-01-02 00:00:00,2025-01-02 00:10:00,0.1666666667,3622.5509,0,0.3809,603.7584833,0
2025-01-02,2,2025-01-02 00:10:00,2025-01-02 00:20:00,0.1666666667,3622.7611,0,0.3964,603.7935167,0
2025-01-02,3,2025-01-02 00:20:00,2025-01-02 00:30:00,0.1666666667,3708.23,0,0.4654,618.0383333,0
2025-01-02,4,2025-01-02 00:30:00,2025-01-02 00:40:00,0.1666666667,3750.5226,0,0.4542,625.0871,0
2025-01-02,5,2025-01-02 00:40:00,2025-01-02 00:50:00,0.1666666667,3684.9038,0,0.4299,614.1506333,0
2025-01-02,6,2025-01-02 00:50:00,2025-01-02 01:00:00,0.1666666667,3644.14,0,0.4477,607.3566667,0
2025-01-02,7,2025-01-02 01:00:00,2025-01-02 01:10:00,0.1666666667,3809.298,0,0.4859,634.883,0
2025-01-02,8,2025-01-02 01:10:00,2025-01-02 01:20:00,0.1666666667,3855.1226,0,0.4752,642.5204333,0
2025-01-02,9,2025-01-02 01:20:00,2025-01-02 01:30:00,0.1666666667,3783.78,0,0.4348,630.63,0
2025-01-02,10,2025-01-02 01:30:00,2025-01-02 01:40:00,0.1666666667,3907.3849,0,0.4513,651.2308167,0
2025-01-02,11,2025-01-02 01:40:00,2025-01-02 01:50:00,0.1666666667,3968.2398,0,0.4853,661.3733,0
2025-01-02,12,2025-01-02 01:50:00,2025-01-02 02:00:00,0.1666666667,3886.77,0,0.4864,647.795,0
2025-01-02,13,2025-01-02 02:00:00,2025-01-02 02:10:00,0.1666666667,3865.3901,0,0.4444,644.2316833,0
2025-01-02,14,2025-01-02 02:10:00,2025-01-02 02:20:00,0.1666666667,3931.6861,0,0.4217,655.2810167,0
2025-01-02,15,2025-01-02 02:20:00,2025-01-02 02:30:00,0.1666666667,4055.98,0,0.4443,675.9966667,0
2025-01-02,16,2025-01-02 02:30:00,2025-01-02 02:40:00,0.1666666667,4164.982,0,0.4757,694.1636667,0
2025-01-02,17,2025-01-02 02:40:00,2025-01-02 02:50:00,0.1666666667,4067.4326,0,0.4517,677.9054333,0
2025-01-02,18,2025-01-02 02:50:00,2025-01-02 03:00:00,0.1666666667,3919.44,0,0.4249,653.24,0
2025-01-02,19,2025-01-02 03:00:00,2025-01-02 03:10:00,0.1666666667,4068.323,0,0.5053,678.0538333,0
2025-01-02,20,2025-01-02 03:10:00,2025-01-02 03:20:00,0.1666666667,4140.4792,0,0.5471,690.0798667,0
2025-01-02,21,2025-01-02 03:20:00,2025-01-02 03:30:00,0.1666666667,4061.12,0,0.5103,676.8533333,0
2025-01-02,22,2025-01-02 03:30:00,2025-01-02 03:40:00,0.1666666667,4138.7041,0,0.5009,689.7840167,0
2025-01-02,23,2025-01-02 03:40:00,2025-01-02 03:50:00,0.1666666667,4283.3011,0,0.5244,713.8835167,0
2025-01-02,24,2025-01-02 03:50:00,2025-01-02 04:00:00,0.1666666667,4330.98,0,0.548,721.83,0
2025-01-02,25,2025-01-02 04:00:00,2025-01-02 04:10:00,0.1666666667,4225.1585,0,0.5374,704.1930833,0
2025-01-02,26,2025-01-02 04:10:00,2025-01-02 04:20:00,0.1666666667,4201.989,0,0.4983,700.3315,0
2025-01-02,27,2025-01-02 04:20:00,2025-01-02 04:30:00,0.1666666667,4273.9,0,0.4835,712.3166667,0
2025-01-02,28,2025-01-02 04:30:00,2025-01-02 04:40:00,0.1666666667,4219.0352,0,0.539,703.1725333,0
2025-01-02,29,2025-01-02 04:40:00,2025-01-02 04:50:00,0.1666666667,4069.3885,0,0.5404,678.2314167,0
2025-01-02,30,2025-01-02 04:50:00,2025-01-02 05:00:00,0.1666666667,4030.95,0,0.4883,671.825,0
2025-01-02,31,2025-01-02 05:00:00,2025-01-02 05:10:00,0.1666666667,4262.9553,0.0022,0.5077,710.49255,0.0003666666667
2025-01-02,32,2025-01-02 05:10:00,2025-01-02 05:20:00,0.1666666667,4330.5086,0,0.5513,721.7514333,0
2025-01-02,33,2025-01-02 05:20:00,2025-01-02 05:30:00,0.1666666667,4149.13,0,0.528,691.5216667,0
2025-01-02,34,2025-01-02 05:30:00,2025-01-02 05:40:00,0.1666666667,4130.3346,0.0307,0.4409,688.3891,0.005116666667
2025-01-02,35,2025-01-02 05:40:00,2025-01-02 05:50:00,0.1666666667,4641.7286,0,0.6417,773.6214333,0
2025-01-02,36,2025-01-02 05:50:00,2025-01-02 06:00:00,0.1666666667,5411.59,0,1.0168,901.9316667,0
2025-01-02,37,2025-01-02 06:00:00,2025-01-02 06:10:00,0.1666666667,5738.8011,0.4279,1.0773,956.46685,0.07131666667
2025-01-02,38,2025-01-02 06:10:00,2025-01-02 06:20:00,0.1666666667,5695.3891,0,1.0353,949.2315167,0
2025-01-02,39,2025-01-02 06:20:00,2025-01-02 06:30:00,0.1666666667,5537.66,0,1.0552,922.9433333,0
2025-01-02,40,2025-01-02 06:30:00,2025-01-02 06:40:00,0.1666666667,5461.5746,5.9596,1.0765,910.2624333,0.9932666667
2025-01-02,41,2025-01-02 06:40:00,2025-01-02 06:50:00,0.1666666667,5483.6005,0,1.0611,913.9334167,0
2025-01-02,42,2025-01-02 06:50:00,2025-01-02 07:00:00,0.1666666667,5540.88,6.6375,1.0284,923.48,1.10625
2025-01-02,43,2025-01-02 07:00:00,2025-01-02 07:10:00,0.1666666667,5575.3367,192.5583,1.0303,929.2227833,32.09305
2025-01-02,44,2025-01-02 07:10:00,2025-01-02 07:20:00,0.1666666667,5669.9633,445.6222,1.0451,944.9938833,74.27036667
2025-01-02,45,2025-01-02 07:20:00,2025-01-02 07:30:00,0.1666666667,5566.66,701.3625,0.9954,927.7766667,116.89375
2025-01-02,46,2025-01-02 07:30:00,2025-01-02 07:40:00,0.1666666667,5081.9454,976.5695,0.8699,846.9909,162.7615833
2025-01-02,47,2025-01-02 07:40:00,2025-01-02 07:50:00,0.1666666667,5737.5547,1257.8499,1.0474,956.2591167,209.64165
2025-01-02,48,2025-01-02 07:50:00,2025-01-02 08:00:00,0.1666666667,7205.75,1536.3375,1.4142,1200.958333,256.05625
2025-01-02,49,2025-01-02 08:00:00,2025-01-02 08:10:00,0.1666666667,7519.6199,1820.2924,1.4538,1253.269983,303.3820667
2025-01-02,50,2025-01-02 08:10:00,2025-01-02 08:20:00,0.1666666667,7253.8265,2132.9788,1.3917,1208.971083,355.4964667
2025-01-02,51,2025-01-02 08:20:00,2025-01-02 08:30:00,0.1666666667,7156.62,2471.7375,1.3851,1192.77,411.95625
2025-01-02,52,2025-01-02 08:30:00,2025-01-02 08:40:00,0.1666666667,7351.5694,2797.3932,1.3569,1225.261567,466.2322
2025-01-02,53,2025-01-02 08:40:00,2025-01-02 08:50:00,0.1666666667,7430.2399,3047.7556,1.3276,1238.373317,507.9592667
2025-01-02,54,2025-01-02 08:50:00,2025-01-02 09:00:00,0.1666666667,7295.25,3267.2625,1.3123,1215.875,544.54375
2025-01-02,55,2025-01-02 09:00:00,2025-01-02 09:10:00,0.1666666667,7207.6569,3546.8485,1.295,1201.27615,591.1414167
2025-01-02,56,2025-01-02 09:10:00,2025-01-02 09:20:00,0.1666666667,7113.8825,3726.689,1.2685,1185.647083,621.1148333
2025-01-02,57,2025-01-02 09:20:00,2025-01-02 09:30:00,0.1666666667,7023.12,3844.2375,1.2318,1170.52,640.70625
2025-01-02,58,2025-01-02 09:30:00,2025-01-02 09:40:00,0.1666666667,7047.9517,4096.3408,1.2119,1174.658617,682.7234667
2025-01-02,59,2025-01-02 09:40:00,2025-01-02 09:50:00,0.1666666667,7129.0191,4283.6623,1.3227,1188.16985,713.9437167
2025-01-02,60,2025-01-02 09:50:00,2025-01-02 10:00:00,0.1666666667,7151.1,4356.1125,1.4694,1191.85,726.01875
2025-01-02,61,2025-01-02 10:00:00,2025-01-02 10:10:00,0.1666666667,7053.4551,4491.6281,1.425,1175.57585,748.6046833
2025-01-02,62,2025-01-02 10:10:00,2025-01-02 10:20:00,0.1666666667,7028.7906,4766.409,1.3505,1171.4651,794.4015
2025-01-02,63,2025-01-02 10:20:00,2025-01-02 10:30:00,0.1666666667,7115.54,5019.45,1.382,1185.923333,836.575
2025-01-02,64,2025-01-02 10:30:00,2025-01-02 10:40:00,0.1666666667,7158.8016,5019.8625,1.4486,1193.1336,836.64375
2025-01-02,65,2025-01-02 10:40:00,2025-01-02 10:50:00,0.1666666667,7104.1648,5077.3715,1.1762,1184.027467,846.2285833
2025-01-02,66,2025-01-02 10:50:00,2025-01-02 11:00:00,0.1666666667,6988.45,5277.5625,0.7285,1164.741667,879.59375
2025-01-02,67,2025-01-02 11:00:00,2025-01-02 11:10:00,0.1666666667,6905.2356,5389.699,0.6748,1150.8726,898.2831667
