issue_date,issue_time,issue_timestamp,target_timestamp,lead_minutes,pv_forecast_kw,anchor_pv_actual_kw
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-01 21:50:00,950,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-01 22:00:00,960,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-01 22:10:00,970,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-01 22:20:00,980,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-01 22:30:00,990,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-01 22:40:00,1000,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-01 22:50:00,1010,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-01 23:00:00,1020,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-01 23:10:00,1030,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-01 23:20:00,1040,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-01 23:30:00,1050,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-01 23:40:00,1060,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-01 23:50:00,1070,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 00:00:00,1080,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 00:10:00,1090,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 00:20:00,1100,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 00:30:00,1110,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 00:40:00,1120,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 00:50:00,1130,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 01:00:00,1140,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 01:10:00,1150,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 01:20:00,1160,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 01:30:00,1170,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 01:40:00,1180,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 01:50:00,1190,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 02:00:00,1200,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 02:10:00,1210,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 02:20:00,1220,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 02:30:00,1230,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 02:40:00,1240,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 02:50:00,1250,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 03:00:00,1260,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 03:10:00,1270,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 03:20:00,1280,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 03:30:00,1290,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 03:40:00,1300,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 03:50:00,1310,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 04:00:00,1320,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 04:10:00,1330,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 04:20:00,1340,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 04:30:00,1350,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 04:40:00,1360,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 04:50:00,1370,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 05:00:00,1380,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 05:10:00,1390,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 05:20:00,1400,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 05:30:00,1410,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 05:40:00,1420,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 05:50:00,1430,0,0
2025-01-01,06:00,2025-01-01 06:00:00,2025-01-02 06:00:00,1440,0,0
2025-01-01,12:00,2025-01-01 12:00:00,2025-01-01 12:10:00,10,5331.498717,5331.7125
2025-01-01,12:00,2025-01-01 12:00:00,2025-01-01 12:20:00,20,5331.284933,5331.7125
2025-01-01,12:00,2025-01-01 12:00:00,2025-01-01 12:30:00,30,5331.07115,5331.7125
2025-01-01,12:00,2025-01-01 12:00:00,2025-01-01 12:40:00,40,5330.857367,5331.7125
2025-01-01,12:00,2025-01-01 12:00:00,2025-01-01 12:50:00,50,5330.643583,5331.7125
2025-01-01,12:00,2025-01-01 12:00:00,2025-01-01 13:00:00,60,5330.4298,5331.7125
2025-01-01,12:00,2025-01-01 12:00:00,2025-01-01 13:10:00,70,5200.234483,5331.7125
2025-01-01,12:00,2025-01-01 12:00:00,2025-01-01 13:20:00,80,5070.039167,5331.7125
2025-01-01,12:00,2025-01-01 12:00:00,2025-01-01 13:30:00,90,4939.84385,5331.7125
2025-01-01,12:00,2025-01-01 12:00:00,2025-01-01 13:40:00,100,4809.648533,5331.7125
2025-01-01,12:00,2025-01-01 12:00:00,2025-01-01 13:50:00,110,4679.453217,5331.7125
2025-01-01,12:00,2025-01-01 12:00:00,2025-01-01 14:00:00,120,4549.2579,5331.7125
2025-01-01,12:00,2025-01-01 12:00:00,2025-01-01 14:10:00,130,4351.970117,5331.7125
2025-01-01,12:00,2025-01-01 12:00:00,2025-01-01 14:20:00,140,4154.682333,5331.7125
2025-01-01,12:00,2025-01-01 12:00:00,2025-01-01 14:30:00,150,3957.39455,5331.7125
2025-01-01,12:00,2025-01-01 12:00:00,2025-01-01 14:40:00,160,3760.106767,5331.7125
2025-01-01,12:00,2025-01-01 12:00:00,2025-01-01 14:50:00,170,3562.818983,5331.7125
