date,plan_energy_kwh,accepted_plan_energy_kwh,used_plan_energy_kwh,emergency_energy_kwh,charge_energy_kwh,discharge_energy_kwh,curtail_energy_kwh,storage_start_kwh,storage_end_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan,forecast_mae_kwh,max_balance_residual_kwh,gate_count
2025-03-12,85163.766750,85163.766750,69611.851781,0.000000,20419.721376,16038.495026,2795.090750,10242.800790,10800.000000,54153.318555,0.000000,0.000000,54153.318555,66.904957,0.000000,0
2025-03-13,85030.128283,85030.128283,71814.009173,0.000000,19457.566471,15760.628842,571.453528,10800.000000,10800.000000,55099.256827,0.000000,0.000000,55099.256827,50.968609,0.000000,0
2025-03-14,48874.999327,48874.999327,36137.277014,0.000000,17710.033530,14345.127159,16742.944660,10800.000000,10800.000000,20597.386121,0.000000,0.000000,20597.386121,124.028524,0.000000,0
2025-03-15,53701.939385,53701.939385,36226.589368,0.000000,15000.792903,12150.642251,12452.313569,10800.000000,10800.000000,22832.064305,0.000000,0.000000,22832.064305,135.649862,0.000000,0
2025-03-16,80732.730004,80732.730004,67989.500822,0.000000,19373.067403,15692.184596,957.571083,10800.000000,10800.000000,51652.044420,0.000000,0.000000,51652.044420,42.244063,0.000000,0
2025-03-17,76560.194799,76560.194799,64241.752420,0.000000,19728.125013,15979.781260,2635.277233,10800.000000,10800.000000,46279.139376,0.000000,0.000000,46279.139376,53.019320,0.000000,0
2025-03-18,84422.018213,84422.018213,68144.810803,0.000000,17965.440042,14552.006434,3605.418832,10800.000000,10800.000000,53748.693432,0.000000,0.000000,53748.693432,77.572482,0.000000,0
2025-03-19,71394.621474,71394.621474,65335.628454,0.000000,21776.890712,17639.281476,1732.548771,10800.000000,10800.000000,43970.897590,0.000000,0.000000,43970.897590,37.363918,0.000000,0
2025-03-20,80179.189761,80179.189761,67705.156066,0.000000,22537.016470,18254.983340,1214.161117,10800.000000,10800.000000,50033.591586,0.000000,0.000000,50033.591586,54.742229,0.000000,0
2025-03-21,47396.147640,47396.147640,35803.247090,0.000000,16688.500435,13517.685352,20598.967490,10800.000000,10800.000000,19683.985391,0.000000,0.000000,19683.985391,154.272638,0.000000,0
2025-03-22,49873.613837,49873.613837,35556.393160,0.000000,15330.450633,12417.665013,16762.407808,10800.000000,10800.000000,21026.254463,0.000000,0.000000,21026.254463,145.074815,0.000000,0
2025-03-23,80697.817990,80697.817990,66397.579174,0.000000,19278.372532,15615.481751,3964.968275,10800.000000,10800.000000,50071.163895,0.000000,0.000000,50071.163895,67.015568,0.000000,0
2025-03-24,76531.550138,76531.550138,65509.912607,0.000000,19521.874291,15812.718175,3802.259408,10800.000000,10800.000000,47094.273317,0.000000,0.000000,47094.273317,46.718970,0.000000,0
2025-03-25,83523.072858,83523.072858,68275.264322,0.000000,18877.286802,15290.602310,3738.455110,10800.000000,10800.000000,52333.793200,0.000000,0.000000,52333.793200,74.014278,0.000000,0
2025-03-26,72606.054545,72606.054545,62517.191151,0.000000,19065.428234,15442.996869,3302.204916,10800.000000,10800.000000,44344.354823,0.000000,0.000000,44344.354823,44.743862,0.000000,0
2025-03-27,76619.910910,76619.910910,65623.170851,0.000000,18388.729766,14894.871111,3412.322799,10800.000000,10800.000000,47159.844251,0.000000,0.000000,47159.844251,44.918831,0.000000,0
2025-03-28,46481.408406,46481.408406,35094.981080,0.000000,15781.175814,12782.752409,21274.676908,10800.000000,10800.000000,19448.405995,0.000000,0.000000,19448.405995,146.610874,0.000000,0
2025-03-29,43526.979911,43526.979911,35426.395310,0.000000,15309.321132,12400.550117,24810.415110,10800.000000,10800.000000,18424.937253,0.000000,0.000000,18424.937253,126.251653,0.000000,0
2025-03-30,74722.966799,74722.966799,63503.551411,0.000000,18701.738016,15148.407793,4604.601487,10800.000000,10800.000000,44255.014813,0.000000,0.000000,44255.014813,62.572118,0.000000,0
2025-03-31,65717.422480,72856.629102,62556.294381,0.000000,19746.933305,15995.015977,1852.987568,10800.000000,10800.000000,39778.678515,7481.127512,0.000000,47259.806027,40.045571,0.000000,2
2025-04-01,79123.779026,79123.779026,65890.994765,0.000000,18772.888771,15206.039905,2115.294383,10800.000000,10800.000000,48876.048154,0.000000,0.000000,48876.048154,60.895109,0.000000,0
2025-04-02,75227.255806,76516.800687,66625.163119,0.000000,19479.085320,15871.754394,2582.496794,10800.000000,10695.894128,46006.941006,4055.741783,0.000000,50062.682789,35.916392,0.000000,1
2025-04-03,76774.436821,76774.436821,64771.192155,0.000000,21822.737007,17582.721691,4667.646575,10695.894128,10800.000000,47178.702221,0.000000,0.000000,47178.702221,62.071099,0.000000,0
2025-04-04,42339.691971,42339.691971,32843.182178,0.000000,14094.960720,11416.918183,23734.337389,10800.000000,10800.000000,17912.528331,0.000000,0.000000,17912.528331,128.026262,0.000000,0
2025-04-05,41021.009778,41021.009778,33731.176718,0.000000,15092.957749,12225.295777,18819.399762,10800.000000,10800.000000,17802.251218,0.000000,0.000000,17802.251218,101.384213,0.000000,0
2025-04-06,71916.946539,71916.946539,62277.522033,0.000000,18943.274038,15344.051971,4268.223702,10800.000000,10800.000000,43109.808564,0.000000,0.000000,43109.808564,48.730550,0.000000,0
2025-04-07,63903.130004,66848.480770,59403.602028,0.000000,18936.574639,15338.625457,2562.933566,10800.000000,10800.000000,38226.643257,5525.193971,0.000000,43751.837228,49.854394,0.000000,1
2025-04-08,72904.153415,72904.153415,62782.969281,0.000000,18765.538084,15200.085848,4864.323426,10800.000000,10800.000000,43638.472561,0.000000,0.000000,43638.472561,57.042369,0.000000,0
2025-04-09,71695.162508,72583.018338,64904.916499,0.000000,21151.106638,17245.157463,1864.656306,10800.000000,10674.709903,43216.962101,2833.929849,0.000000,46050.891950,36.683042,0.000000,1
2025-04-10,69565.914155,70737.104202,61692.084280,0.000000,20981.125146,17021.895546,3272.216783,10674.709903,10644.505262,42046.698977,3019.129862,0.000000,45065.828839,36.201116,0.000000,1
2025-04-11,39258.596679,39258.596679,32561.295843,0.000000,18254.318216,14646.052490,23636.379952,10644.505262,10800.000000,16309.836079,0.000000,0.000000,16309.836079,74.950038,0.000000,0
2025-04-12,44495.429662,44495.429662,32859.708622,0.000000,15395.925348,12470.699532,20909.322255,10800.000000,10800.000000,18607.715099,0.000000,0.000000,18607.715099,161.681586,0.000000,0
2025-04-13,66758.273442,66758.273442,61182.083470,0.000000,20550.463170,16645.875168,3001.136989,10800.000000,10800.000000,39802.322031,0.000000,0.000000,39802.322031,32.792206,0.000000,0
2025-04-14,70131.600463,70131.600463,60537.678507,0.000000,18750.891069,15188.221766,4446.977407,10800.000000,10800.000000,41992.483822,0.000000,0.000000,41992.483822,51.883378,0.000000,0
2025-04-15,61552.489419,63430.740225,57177.468977,0.000000,20327.114177,16464.962484,3175.888451,10800.000000,10800.000000,35488.748090,2967.494368,0.000000,38456.242458,42.777390,0.000000,2
2025-04-16,67916.675234,69581.692310,62021.388757,0.000000,19763.186879,16008.181372,2486.791297,10800.000000,10800.000000,40394.381520,4126.042442,0.000000,44520.423962,33.344328,0.000000,2
2025-04-17,61363.068047,65700.804076,59083.631685,0.000000,20560.727473,16654.189253,2308.751115,10800.000000,10800.000000,36508.727800,3632.146012,0.000000,40140.873811,35.879982,0.000000,2
2025-04-18,38928.998571,38928.998571,31206.931676,0.000000,16273.839639,13181.810108,21760.784961,10800.000000,10800.000000,16260.427318,0.000000,0.000000,16260.427318,101.295762,0.000000,0
2025-04-19,39215.199719,39215.199719,31665.971384,0.000000,14350.996203,11624.306925,22154.602855,10800.000000,10800.000000,16317.954552,0.000000,0.000000,16317.954552,127.825398,0.000000,0
2025-04-20,62859.169630,62859.169630,58198.741723,0.000000,19849.382500,16077.999825,2469.614164,10800.000000,10800.000000,37307.095764,0.000000,0.000000,37307.095764,43.322994,0.000000,0
2025-04-21,66481.799472,66481.799472,57640.065271,0.000000,19092.029490,15464.543887,5495.669287,10800.000000,10800.000000,38415.857909,0.000000,0.000000,38415.857909,62.555554,0.000000,0
2025-04-22,58818.659598,65025.541449,58367.937924,0.000000,19454.422006,15758.081825,2518.668427,10800.000000,10800.000000,35168.380506,6222.808749,0.000000,41391.189255,62.192234,0.000000,2
2025-04-23,57369.797706,62353.103810,57527.553368,0.000000,19906.583563,16474.037047,2695.090134,10800.000000,10411.439598,33854.139276,6080.201107,0.000000,39934.340382,55.269356,0.000000,1
2025-04-24,59178.353286,59178.353286,56290.844355,0.000000,21119.463491,16757.061066,4838.335233,10411.439598,10800.000000,34689.876538,0.000000,0.000000,34689.876538,37.257299,0.000000,0
2025-04-25,37905.642351,37905.642351,29473.710030,0.000000,16722.437289,13545.174204,24296.089296,10800.000000,10800.000000,15540.934326,0.000000,0.000000,15540.934326,96.353942,0.000000,0
2025-04-26,37831.964196,37831.964196,30669.051578,0.000000,17812.186226,14427.870843,27214.542562,10800.000000,10800.000000,16010.798487,0.000000,0.000000,16010.798487,106.638405,0.000000,0
2025-04-27,58081.069648,60213.117926,56485.017893,0.000000,22418.997941,18159.388332,3651.937101,10800.000000,10800.000000,33772.119123,2572.837976,0.000000,36344.957099,40.533604,0.000000,2
2025-04-28,69061.302975,72051.015801,62549.361952,0.000000,20054.556857,16244.191054,2117.028835,10800.000000,10800.000000,41094.413860,3373.821113,0.000000,44468.234973,32.871850,0.000000,2
2025-04-29,59207.940185,59207.940185,55259.382090,0.000000,19482.344624,15780.699146,4124.522894,10800.000000,10800.000000,34243.481145,0.000000,0.000000,34243.481145,38.578745,0.000000,0
2025-04-30,55719.880018,55719.880018,52419.558491,0.000000,18693.857390,15142.024486,610.871151,10800.000000,10800.000000,32971.418012,0.000000,0.000000,32971.418012,44.567573,0.000000,0
2025-05-01,59492.814999,59492.814999,57422.941628,1038.882379,23629.816141,19474.393447,3295.022513,10800.000000,10428.619586,35657.154681,0.000000,6659.239897,42316.394579,48.499223,0.000000,0
2025-05-02,40737.441740,40737.441740,35697.474045,0.000000,17489.723701,13832.433826,17749.864086,10428.619586,10800.000000,18200.899264,0.000000,0.000000,18200.899264,98.177430,0.000000,0
2025-05-03,39014.135564,39014.135564,33734.521938,0.000000,17407.736965,14100.266942,21559.880264,10800.000000,10800.000000,17015.200628,0.000000,0.000000,17015.200628,111.005704,0.000000,0
2025-05-04,63375.430955,63375.430955,57813.501503,866.722612,19030.513463,15638.296364,3553.339684,10800.000000,10551.577268,38224.590865,0.000000,5239.087753,43463.678617,46.381525,0.000000,0
2025-05-05,64643.352070,64643.352070,60787.162858,619.732303,20562.472889,16860.894056,2629.309530,10551.577268,10323.476139,39340.700456,0.000000,3890.820894,43231.521349,56.033164,0.000000,0
2025-05-06,56087.757498,63017.805571,60389.674543,479.878794,22339.065406,18243.825887,3904.231450,10323.476139,10157.717353,34354.723124,6045.886122,2958.778483,43359.387728,68.540221,0.000000,2
2025-05-07,58961.800983,62816.895444,60118.106375,669.368431,20504.601486,17425.857853,2640.885219,10157.717353,9249.794409,36305.863770,3822.938449,4104.033198,44232.835417,63.706904,0.000000,1
2025-05-08,66415.144672,68298.100104,62750.898500,620.672828,21676.726425,16546.106963,2414.439466,9249.794409,10374.284899,39236.514880,1805.871441,3787.857384,44830.243704,45.050923,0.000000,1
2025-05-09,39462.826684,39462.826684,33536.845582,0.000000,17805.601101,14039.393300,21271.251931,10374.284899,10800.000000,16676.529123,0.000000,0.000000,16676.529123,126.022473,0.000000,0
2025-05-10,38587.928676,38587.928676,34242.191549,0.000000,17049.844196,13810.373799,18881.675868,10800.000000,10800.000000,16801.675880,0.000000,0.000000,16801.675880,94.651119,0.000000,0
2025-05-11,64088.625426,65970.722726,60505.674930,558.832341,18368.653324,15508.194385,2719.969249,10800.000000,10100.460897,38098.710178,3551.862817,3835.765266,45486.338261,44.402219,0.000000,1
2025-05-12,55925.641065,63461.202011,58137.667773,267.438067,16544.838337,13583.781014,3512.853283,10100.460897,9897.725385,34039.834661,7298.412109,1699.950214,43038.196984,59.627155,0.000000,1
2025-05-13,66782.425262,65886.610582,61591.159049,448.507559,20923.252583,16159.601094,4146.802349,9897.725385,10773.540382,39187.953644,2797.547024,2864.669526,44850.170194,63.923834,0.000000,1
2025-05-14,64240.725834,66073.626509,59367.229290,313.850539,19375.425607,15862.089661,3153.595097,10773.540382,10586.879361,38299.935586,2792.956066,2047.321495,43140.213147,53.531798,0.000000,2
2025-05-15,62472.230821,65024.208405,58321.371947,104.844928,19192.351838,16225.138644,2693.945399,10586.879361,9832.064187,38762.211781,3156.553625,510.703207,42429.468613,46.708260,0.000000,1
2025-05-16,37617.524732,37617.524732,32683.192247,0.000000,17581.287247,13369.700439,25756.098908,9832.064187,10800.000000,16596.687192,0.000000,0.000000,16596.687192,97.224973,0.000000,0
2025-05-17,38453.972204,38453.972204,32647.071902,0.000000,18847.911442,15266.808268,18617.169646,10800.000000,10800.000000,17009.704283,0.000000,0.000000,17009.704283,105.052875,0.000000,0
2025-05-18,67744.817383,67744.817383,59811.386800,104.124356,19635.533933,16044.547832,2648.356955,10800.000000,10644.705170,40221.785545,0.000000,583.986704,40805.772249,47.351775,0.000000,0
2025-05-19,61173.824285,61173.824285,56562.406410,273.595519,18965.613408,15378.617790,5733.789759,10644.705170,10626.404138,35827.549113,0.000000,1861.517565,37689.066678,51.564747,0.000000,0
2025-05-20,61380.789668,64420.608211,59377.675347,190.412711,20999.621595,17462.877731,1503.949374,10626.404138,10122.866095,36247.260054,3572.765429,1269.367118,41089.392601,59.906375,0.000000,1
2025-05-21,57330.977892,60504.533732,57315.852199,81.733308,18202.212005,16221.711101,4054.469318,10122.866095,8480.733453,35148.705777,4402.945806,409.380125,39961.031708,60.422595,0.000000,1
2025-05-22,60304.014434,60304.014434,57415.580195,2.570000,17799.182242,14007.814029,2810.151166,8480.733453,8935.759661,36723.232347,0.000000,16.864340,36740.096687,56.236986,0.000000,0
2025-05-23,37797.565001,37797.565001,33824.292286,0.000000,19477.220228,14098.732079,22024.855255,8935.759661,10800.000000,16142.939377,0.000000,0.000000,16142.939377,101.024932,0.000000,0
2025-05-24,38061.753522,38061.753522,31296.253960,0.000000,17393.903157,14089.061557,24236.910977,10800.000000,10800.000000,17097.915154,0.000000,0.000000,17097.915154,81.509015,0.000000,0
2025-05-25,62865.276362,62865.276362,57907.340222,12.048767,19942.134852,16153.129230,5585.373186,10800.000000,10800.000000,37139.030831,0.000000,78.160349,37217.191180,51.138368,0.000000,0
2025-05-26,60779.144476,63762.948192,61068.924459,0.000000,20817.529955,16862.199264,2533.760816,10800.000000,10800.000000,36599.350634,3722.013325,0.000000,40321.363959,64.391718,0.000000,2
2025-05-27,57611.949961,63926.768307,56643.131118,0.000000,20974.250084,16989.142568,3267.656301,10800.000000,10800.000000,35128.475547,4975.457812,0.000000,40103.933360,51.211849,0.000000,2
2025-05-28,66387.936178,66387.936178,60979.343297,0.000000,20661.415614,16735.746648,4779.850231,10800.000000,10800.000000,39694.220757,0.000000,0.000000,39694.220757,37.386758,0.000000,0
2025-05-29,65292.533058,69365.106240,61753.736528,11.370977,19629.555981,15899.940345,3925.368369,10800.000000,10800.000000,39298.736782,4790.827791,76.458450,44166.023023,49.215379,0.000000,1
2025-05-30,39707.121929,39707.121929,31228.762253,0.000000,16769.898889,13583.618100,21446.248197,10800.000000,10800.000000,18335.103367,0.000000,0.000000,18335.103367,122.103136,0.000000,0
2025-05-31,43159.295928,43159.295928,32200.959688,0.000000,16603.129155,13448.534615,20657.183599,10800.000000,10800.000000,18998.131322,0.000000,0.000000,18998.131322,133.112183,0.000000,0
2025-06-01,80536.766148,84247.768101,73354.543123,167.457694,18622.889202,16873.514998,547.800317,10800.000000,8812.250284,55238.491936,10900.304638,1114.248856,67253.045430,79.824306,0.000000,1
2025-06-02,82446.839753,85733.359600,73993.180826,401.655646,21862.267652,16919.355400,811.116768,8812.250284,9689.007393,55325.973719,4103.521883,2505.911242,61935.406844,105.405071,0.000000,1
2025-06-03,75953.727247,84740.120780,73611.939599,117.367667,19475.705501,16158.985068,2220.220001,9689.007393,9262.714491,50209.062031,11815.397954,808.078946,62832.538930,81.773231,0.000000,1
2025-06-04,86882.323789,89940.489563,74815.078054,171.556132,20704.381198,15874.283316,511.275483,9262.714491,10258.564997,58866.358010,3708.084186,1191.800449,63766.242645,115.553593,0.000000,1
2025-06-05,76133.345658,84580.215242,75390.704225,65.727444,20915.855695,17615.062895,1006.320849,10258.564997,9510.543016,50526.069736,14432.096972,454.827422,65412.994131,90.758919,0.000000,1
2025-06-06,52262.337908,52262.337908,45200.199671,0.000000,15706.855411,11694.049239,10332.398100,9510.543016,10653.324843,26224.108273,0.000000,0.000000,26224.108273,76.992743,0.000000,0
2025-06-07,58347.165845,58347.165845,43690.259729,0.000000,15094.375870,12094.436813,9563.807506,10653.324843,10800.000000,28239.290634,0.000000,0.000000,28239.290634,109.323916,0.000000,0
2025-06-08,73872.847659,75460.042403,69122.461229,327.748350,20901.638141,17356.207308,719.855482,10800.000000,10326.799540,48626.413058,6414.325025,2151.026206,57191.764289,111.570398,0.000000,2
2025-06-09,83070.929283,84408.122293,75777.523703,314.172513,21957.513070,17662.288556,863.758968,10326.799540,10463.796241,56800.717053,1662.025209,2161.152059,60623.894320,77.187175,0.000000,1
2025-06-10,77258.417327,80533.525603,75360.164007,6.827671,21565.757909,18275.510394,458.299934,10463.796241,9566.855698,51794.902784,7789.852796,46.830997,59631.586578,79.715555,0.000000,1
2025-06-11,83227.109525,87031.145891,80444.830449,148.609762,24450.600693,20159.177230,217.570432,9566.855698,9173.310511,57203.303700,10600.742770,986.943561,68790.990032,75.717370,0.000000,2
2025-06-12,81717.805088,87682.502180,78423.039523,0.000000,23152.975583,17724.085192,541.757699,9173.310511,10317.560544,55478.902076,7763.688683,0.000000,63242.590758,68.722272,0.000000,1
2025-06-13,51725.793377,51725.793377,42828.401817,0.000000,14978.473984,11698.368416,11202.982551,10317.560544,10800.000000,25549.296509,0.000000,0.000000,25549.296509,66.787911,0.000000,0
2025-06-14,52834.989891,52834.989891,42835.485432,0.000000,14770.641493,11964.219609,13835.720798,10800.000000,10800.000000,26894.196103,0.000000,0.000000,26894.196103,98.738811,0.000000,0
2025-06-15,76149.772745,81320.779478,74622.402477,16.878649,20534.345703,16820.886008,298.847100,10800.000000,10591.037790,51446.501935,7527.357171,115.281174,59089.140280,85.504470,0.000000,1
2025-06-16,80203.982555,84931.767917,77067.527321,56.267672,20867.332068,16812.267690,374.677801,10591.037790,10691.339217,54998.783115,7748.871675,381.583293,63129.238082,74.525185,0.000000,1
2025-06-17,82798.382769,89012.624055,79252.344749,5.898013,22950.028383,18504.926899,176.130059,10691.339217,10785.334874,56889.815435,8829.914328,41.385332,65761.115095,71.820525,0.000000,1
2025-06-18,83314.467574,88492.968985,74541.654425,0.000000,18481.010569,14956.419947,88.672900,10785.334874,10800.000000,57444.219221,7700.151112,0.000000,65144.370333,61.655686,0.000000,1
2025-06-19,79425.977444,80485.278277,73874.207885,3.824990,21376.625925,17315.066999,1556.969751,10800.000000,10800.000000,52822.705818,8144.575922,26.053922,60993.335662,83.687402,0.000000,1
2025-06-20,51422.790303,51422.790303,40643.704037,0.000000,14745.354459,11943.737112,15441.505840,10800.000000,10800.000000,25953.235834,0.000000,0.000000,25953.235834,91.787005,0.000000,0
2025-06-21,47641.956161,47641.956161,38769.325650,0.000000,18965.898416,15362.377717,15831.064552,10800.000000,10800.000000,24024.161239,0.000000,0.000000,24024.161239,81.015752,0.000000,0
2025-06-22,78396.446185,79766.954649,72333.815490,0.000000,23729.226535,19220.673493,367.921350,10800.000000,10800.000000,52041.528454,7735.779562,0.000000,59777.308016,73.226211,0.000000,1
2025-06-23,78922.342324,82105.509571,72189.719342,0.176123,20208.402597,16368.806104,1289.012968,10800.000000,10800.000000,53367.331603,5028.912135,1.223612,58397.467350,65.014362,0.000000,1
2025-06-24,91229.052373,91885.792021,81227.531865,0.000000,25207.667209,20418.210439,169.282851,10800.000000,10800.000000,64230.464495,992.468377,0.000000,65222.932872,48.985720,0.000000,1
2025-06-25,81648.805192,85054.631735,74905.954792,0.000000,20183.181874,16348.377318,633.728867,10800.000000,10800.000000,54704.834162,5928.070440,0.000000,60632.904602,76.345810,0.000000,1
