date,plan_energy_kwh,accepted_plan_energy_kwh,used_plan_energy_kwh,emergency_energy_kwh,charge_energy_kwh,discharge_energy_kwh,curtail_energy_kwh,storage_start_kwh,storage_end_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan,forecast_mae_kwh,max_balance_residual_kwh,gate_count
2025-02-19,87442.369271,87442.369271,77303.868019,0.000000,20507.127579,16610.773339,528.186396,10800.000000,10800.000000,54997.054618,0.000000,0.000000,54997.054618,25.298642,0.000000,0
2025-02-20,90616.718330,90616.718330,75515.251941,0.000000,18503.825796,14988.098895,1006.391305,10800.000000,10800.000000,56755.064282,0.000000,0.000000,56755.064282,48.704400,0.000000,0
2025-02-21,58689.299067,58689.299067,39995.611022,0.000000,12458.855550,10091.672996,12068.166435,10800.000000,10800.000000,33016.238083,0.000000,0.000000,33016.238083,139.885985,0.000000,0
2025-02-22,60433.352372,60433.352372,39651.747722,0.000000,13751.918096,11139.053658,9194.120399,10800.000000,10800.000000,33928.981386,0.000000,0.000000,33928.981386,134.465352,0.000000,0
2025-02-23,89449.764506,89449.764506,75870.721154,0.000000,20093.873974,16276.037919,521.031417,10800.000000,10800.000000,56020.960082,0.000000,0.000000,56020.960082,40.483951,0.000000,0
2025-02-24,86034.676764,86034.676764,73581.331474,0.000000,18101.733730,14662.404321,1938.968450,10800.000000,10800.000000,54195.605158,0.000000,0.000000,54195.605158,52.562261,0.000000,0
2025-02-25,88627.812846,88627.812846,71974.210346,0.000000,16980.163567,13753.932489,2926.656036,10800.000000,10800.000000,55453.558476,0.000000,0.000000,55453.558476,69.825694,0.000000,0
2025-02-26,81963.495250,81963.495250,73462.063874,0.000000,20299.595225,16442.672132,790.292749,10800.000000,10800.000000,50637.098748,0.000000,0.000000,50637.098748,29.163472,0.000000,0
2025-02-27,83271.704491,83271.704491,72303.479241,0.000000,20157.886765,16327.888279,1516.896557,10800.000000,10800.000000,51833.379164,0.000000,0.000000,51833.379164,31.737275,0.000000,0
2025-02-28,53556.407823,53556.407823,37229.523713,0.000000,14073.930900,11399.884029,11262.883294,10800.000000,10800.000000,29952.096994,0.000000,0.000000,29952.096994,119.959252,0.000000,0
2025-03-01,64000.967937,64000.967937,38635.297920,0.000000,12249.983661,9922.486765,12649.035091,10800.000000,10800.000000,36141.886067,0.000000,0.000000,36141.886067,188.371479,0.000000,0
2025-03-02,91828.477119,91828.477119,76242.295774,0.000000,20263.283207,16413.259398,33.964900,10800.000000,10800.000000,57684.832424,0.000000,0.000000,57684.832424,46.097625,0.000000,0
2025-03-03,94180.719216,94180.719216,76430.002633,0.000000,19184.416327,15539.377225,767.816900,10800.000000,10800.000000,59243.504084,0.000000,0.000000,59243.504084,73.867195,0.000000,0
2025-03-04,84682.016059,84682.016059,73980.458024,0.000000,19482.163448,15780.552393,1079.389034,10800.000000,10800.000000,52800.661609,0.000000,0.000000,52800.661609,39.322554,0.000000,0
2025-03-05,88327.037700,88327.037700,70727.252170,0.000000,17755.752034,14382.159147,1223.187266,10800.000000,10800.000000,55129.917398,0.000000,0.000000,55129.917398,66.064529,0.000000,0
2025-03-06,83806.462629,83806.462629,70878.374179,0.000000,19145.856229,15508.143546,1300.007363,10800.000000,10800.000000,51926.974557,0.000000,0.000000,51926.974557,36.802283,0.000000,0
2025-03-07,59073.730775,59073.730775,36010.806605,0.000000,12542.423567,10159.363089,12705.460594,10800.000000,10800.000000,33113.563338,0.000000,0.000000,33113.563338,173.785868,0.000000,0
2025-03-08,52363.924115,52363.924115,36274.433436,0.000000,12731.496729,10312.512351,14792.309542,10800.000000,10800.000000,29177.497224,0.000000,0.000000,29177.497224,142.892470,0.000000,0
2025-03-09,87000.706982,87000.706982,69834.766335,0.000000,17996.178335,14576.904452,3081.967401,10800.000000,10800.000000,53902.583060,0.000000,0.000000,53902.583060,75.691917,0.000000,0
2025-03-10,83830.695074,83830.695074,72229.683499,0.000000,19726.352366,15978.345416,439.605099,10800.000000,10800.000000,51572.011131,0.000000,0.000000,51572.011131,35.393537,0.000000,0
2025-03-11,74883.416078,77199.472636,68874.367722,0.000000,20031.267478,16225.326657,1129.508101,10800.000000,10800.000000,46157.935302,4128.115354,0.000000,50286.050656,48.727340,0.000000,2
2025-03-12,84985.996090,84985.996090,68610.419661,0.000000,17788.390685,14408.596455,2795.090750,10800.000000,10800.000000,52697.971117,0.000000,0.000000,52697.971117,66.904957,0.000000,0
2025-03-13,84667.692952,84667.692952,71489.733755,0.000000,17750.853748,14378.191536,571.453528,10800.000000,10800.000000,52301.326921,0.000000,0.000000,52301.326921,50.968609,0.000000,0
2025-03-14,47803.731688,47803.731688,35289.256292,0.000000,13246.766572,10729.880923,16742.944660,10800.000000,10800.000000,26771.006289,0.000000,0.000000,26771.006289,124.028524,0.000000,0
2025-03-15,53119.218773,53119.218773,36326.547375,0.000000,12665.909660,10259.386825,12995.899392,10800.000000,10800.000000,28951.129300,0.000000,0.000000,28951.129300,135.649862,0.000000,0
2025-03-16,80794.825629,80794.825629,67901.629580,0.000000,18873.431569,15287.479571,964.630649,10800.000000,10800.000000,49945.144901,0.000000,0.000000,49945.144901,42.244063,0.000000,0
2025-03-17,76241.100296,76241.100296,63926.999220,0.000000,18071.529225,14637.938672,2635.277233,10800.000000,10800.000000,46114.410129,0.000000,0.000000,46114.410129,53.019320,0.000000,0
2025-03-18,84423.708292,84423.708292,67609.606270,0.000000,16289.297399,13194.330893,3388.681401,10800.000000,10800.000000,52487.538848,0.000000,0.000000,52487.538848,77.572482,0.000000,0
2025-03-19,70907.664803,70907.664803,65085.553193,0.000000,19567.706031,15849.841885,1902.218599,10800.000000,10800.000000,43661.822675,0.000000,0.000000,43661.822675,37.363918,0.000000,0
2025-03-20,79495.653184,79495.653184,67102.810727,0.000000,19366.777839,15687.090050,1214.161117,10800.000000,10800.000000,49068.198153,0.000000,0.000000,49068.198153,54.742229,0.000000,0
2025-03-21,46721.156862,46721.156862,34771.512590,0.000000,13933.513527,11286.145957,20090.680502,10800.000000,10800.000000,26231.604682,0.000000,0.000000,26231.604682,154.272638,0.000000,0
2025-03-22,49157.105065,49157.105065,34979.439611,0.000000,12293.853007,9958.020936,16762.407808,10800.000000,10800.000000,27415.317928,0.000000,0.000000,27415.317928,145.074815,0.000000,0
2025-03-23,80344.863798,80344.863798,66016.784265,0.000000,17270.256211,13988.907531,3965.715467,10800.000000,10800.000000,49576.323283,0.000000,0.000000,49576.323283,67.015568,0.000000,0
2025-03-24,76381.692966,76381.692966,65086.165448,0.000000,18395.826730,14900.619651,3592.461286,10800.000000,10800.000000,46559.785442,0.000000,0.000000,46559.785442,46.718970,0.000000,0
2025-03-25,83274.108146,83274.108146,68069.486166,0.000000,16965.206127,13741.816963,3895.972282,10800.000000,10800.000000,51444.808576,0.000000,0.000000,51444.808576,74.014278,0.000000,0
2025-03-26,72655.202203,72655.202203,62512.613565,0.000000,19041.335672,15423.481894,3302.204916,10800.000000,10800.000000,44391.080259,0.000000,0.000000,44391.080259,44.743862,0.000000,0
2025-03-27,76436.702949,76436.702949,65436.120904,0.000000,17353.038019,14055.960795,3422.054284,10800.000000,10800.000000,47020.329406,0.000000,0.000000,47020.329406,44.918831,0.000000,0
2025-03-28,45732.389032,45732.389032,34462.823139,0.000000,12454.028756,10087.763293,21274.676908,10800.000000,10800.000000,25224.524796,0.000000,0.000000,25224.524796,146.610874,0.000000,0
2025-03-29,43206.735533,43206.735533,34301.973222,0.000000,13882.525678,11244.845799,23957.084158,10800.000000,10800.000000,23860.578077,0.000000,0.000000,23860.578077,126.251653,0.000000,0
2025-03-30,74564.633466,74564.633466,63318.338016,0.000000,17682.110883,14322.509815,4613.117248,10800.000000,10800.000000,45162.154580,0.000000,0.000000,45162.154580,62.572118,0.000000,0
2025-03-31,65559.089147,72648.679684,62407.060119,0.000000,18961.220149,15358.588321,1853.038806,10800.000000,10800.000000,39663.726856,7256.882497,0.000000,46920.609354,40.045571,0.000000,2
2025-04-01,78774.198066,78774.198066,65533.385676,0.000000,16890.735675,13681.495897,2115.294383,10800.000000,10800.000000,47413.485902,0.000000,0.000000,47413.485902,60.895109,0.000000,0
2025-04-02,74928.758413,76218.303294,66285.361298,0.000000,17851.424156,14583.383274,2581.985018,10800.000000,10662.522546,45585.504383,4111.433058,0.000000,49696.937441,35.916392,0.000000,1
2025-04-03,76026.316207,76026.316207,64088.936271,0.000000,17818.584384,14309.323643,4716.145266,10662.522546,10800.000000,46783.654716,0.000000,0.000000,46783.654716,62.071099,0.000000,0
2025-04-04,42339.691971,42339.691971,32690.267381,0.000000,14118.347926,11435.861820,23576.979023,10800.000000,10800.000000,23402.454422,0.000000,0.000000,23402.454422,128.026262,0.000000,0
2025-04-05,41021.009778,41021.009778,32356.741446,0.000000,14895.497510,12065.352983,17482.481935,10800.000000,10800.000000,22729.272511,0.000000,0.000000,22729.272511,101.384213,0.000000,0
2025-04-06,71775.631839,71775.631839,62141.092535,0.000000,18225.224045,14762.431476,4268.223702,10800.000000,10800.000000,42923.265152,0.000000,0.000000,42923.265152,48.730550,0.000000,0
2025-04-07,63744.796670,66848.480770,59378.182663,0.000000,18802.788510,15230.258693,2562.933566,10800.000000,10800.000000,38179.187246,5480.419998,0.000000,43659.607244,49.854394,0.000000,1
2025-04-08,72761.254528,72761.254528,62725.784488,0.000000,18054.040713,14623.772977,4942.323133,10800.000000,10800.000000,44228.732071,0.000000,0.000000,44228.732071,57.042369,0.000000,0
2025-04-09,71090.417700,72019.959533,64165.180109,0.000000,18360.340844,14994.674567,1665.202813,10800.000000,10663.557241,42847.945273,2743.985728,0.000000,45591.931001,36.683042,0.000000,1
2025-04-10,69102.860607,70301.191354,61292.360841,0.000000,18588.006338,15028.500176,3272.216783,10663.557241,10694.429416,42275.751247,3248.096413,0.000000,45523.847661,36.201116,0.000000,1
2025-04-11,38794.136223,38794.136223,31102.366271,0.000000,16146.322234,12983.507483,22622.901355,10694.429416,10800.000000,21324.671753,0.000000,0.000000,21324.671753,74.950038,0.000000,0
2025-04-12,43851.510566,43851.510566,33165.532497,0.000000,12434.479170,10071.928128,21777.820905,10800.000000,10800.000000,24450.912022,0.000000,0.000000,24450.912022,161.681586,0.000000,0
2025-04-13,66304.288084,66304.288084,60969.538652,0.000000,18249.914998,14782.431148,3225.696324,10800.000000,10800.000000,39782.973848,0.000000,0.000000,39782.973848,32.792206,0.000000,0
2025-04-14,69814.933796,69814.933796,60191.740895,0.000000,17039.050233,13801.630689,4426.289554,10800.000000,10800.000000,42450.376688,0.000000,0.000000,42450.376688,51.883378,0.000000,0
2025-04-15,61235.822753,63114.073558,56519.729239,0.000000,18563.570525,15036.492125,2853.222006,10800.000000,10800.000000,36306.085325,3306.095179,0.000000,39612.180504,42.777390,0.000000,2
2025-04-16,67758.341900,69500.543048,61899.553446,0.000000,19121.948401,15488.778205,2486.791297,10800.000000,10800.000000,40127.163578,4517.182974,0.000000,44644.346552,33.344328,0.000000,2
2025-04-17,61051.976649,65505.810773,59094.987313,0.000000,19318.726902,15648.168791,2556.086853,10800.000000,10800.000000,37010.353394,3774.694732,0.000000,40785.048125,35.879982,0.000000,2
2025-04-18,38770.665238,38770.665238,30099.976707,0.000000,15537.023060,12584.988678,20793.825142,10800.000000,10800.000000,21381.678486,0.000000,0.000000,21381.678486,101.295762,0.000000,0
2025-04-19,39215.199719,39215.199719,30814.288947,0.000000,14264.871546,11554.545952,21319.284103,10800.000000,10800.000000,21186.394213,0.000000,0.000000,21186.394213,127.825398,0.000000,0
2025-04-20,62700.836297,62700.836297,58135.929465,0.000000,18976.693760,15371.121946,2572.612767,10800.000000,10800.000000,37490.646581,0.000000,0.000000,37490.646581,43.322994,0.000000,0
2025-04-21,66323.466138,66323.466138,57912.609971,0.000000,18262.357422,14792.509512,5925.851679,10800.000000,10800.000000,39346.310884,0.000000,0.000000,39346.310884,62.555554,0.000000,0
2025-04-22,58660.326265,64867.208116,58294.955380,0.000000,18511.070192,14993.966855,2624.922728,10800.000000,10800.000000,35169.385730,6419.835966,0.000000,41589.221696,62.192234,0.000000,2
2025-04-23,57088.952434,62036.644022,57148.192169,0.000000,17991.499277,14941.984947,2698.761121,10800.000000,10390.143852,34068.203116,6157.639667,0.000000,40225.842783,55.269356,0.000000,1
2025-04-24,58678.095817,58678.095817,55801.101009,0.000000,18440.992348,14568.333269,4838.335233,10390.143852,10800.000000,35040.589743,0.000000,0.000000,35040.589743,37.257299,0.000000,0
2025-04-25,37747.309017,37747.309017,29117.618979,0.000000,16040.169227,12992.537074,24069.629176,10800.000000,10800.000000,20964.705546,0.000000,0.000000,20964.705546,96.353942,0.000000,0
2025-04-26,37444.801693,37444.801693,29661.879554,0.000000,15915.662498,12891.686624,26567.710046,10800.000000,10800.000000,20691.052026,0.000000,0.000000,20691.052026,106.638405,0.000000,0
2025-04-27,57412.361903,60012.785050,55971.996057,0.000000,19718.883010,15972.295238,3651.937101,10800.000000,10800.000000,34413.087703,2841.251896,0.000000,37254.339599,40.533604,0.000000,2
2025-04-28,68785.332115,70952.538705,62207.346624,0.000000,18254.476185,14786.125710,2117.028835,10800.000000,10800.000000,40553.758388,3499.115800,0.000000,44052.874189,32.871850,0.000000,1
2025-04-29,58902.277584,58902.277584,55241.250406,0.000000,17938.030243,14529.804497,4399.810942,10800.000000,10800.000000,35134.547485,0.000000,0.000000,35134.547485,38.578745,0.000000,0
2025-04-30,55719.880018,55719.880018,52151.204243,0.000000,18752.093385,15189.195642,331.452063,10800.000000,10800.000000,33800.194280,0.000000,0.000000,33800.194280,44.567573,0.000000,0
2025-05-01,58716.037521,58716.037521,56461.431747,1033.812567,19536.737277,16158.999567,3106.127804,10800.000000,10428.619586,35404.561088,0.000000,6694.415486,42098.976574,48.499223,0.000000,0
2025-05-02,40396.200315,40396.200315,34153.617606,0.000000,16024.820958,12645.862604,16484.339168,10428.619586,10800.000000,22665.910825,0.000000,0.000000,22665.910825,98.177430,0.000000,0
2025-05-03,38855.802230,38855.802230,32780.783409,0.000000,16465.710703,13337.225670,20785.126725,10800.000000,10800.000000,21438.409475,0.000000,0.000000,21438.409475,111.005704,0.000000,0
2025-05-04,63016.899070,63016.899070,57531.062099,871.531086,17015.599520,14006.216070,3658.542403,10800.000000,10551.577268,37400.168947,0.000000,5419.945629,42820.114576,46.381525,0.000000,0
2025-05-05,64220.796869,64220.796869,60396.743240,619.732303,18410.377506,15117.696796,2647.788035,10551.577268,10323.476139,38971.722995,0.000000,3959.631338,42931.354334,56.033164,0.000000,0
2025-05-06,55394.909651,62516.700255,59945.349399,479.493731,19716.460954,16119.516281,3957.816090,10323.476139,10157.717353,33412.928811,6139.278813,3024.834236,42577.041860,68.540221,0.000000,2
2025-05-07,58681.360425,63059.438541,59863.252561,638.858606,19006.926070,16232.403623,2659.742765,10157.717353,9227.946791,35603.722261,4304.039515,4052.246555,43960.008332,63.706904,0.000000,1
2025-05-08,66147.750821,68054.981383,62509.542945,620.672828,20282.795733,15393.531827,2414.439466,9227.946791,10378.538699,38568.009190,1700.439319,3893.478894,44161.927403,45.050923,0.000000,1
2025-05-09,39073.062227,39073.062227,33230.832937,0.000000,15830.860708,12443.682002,21344.268380,10378.538699,10800.000000,21429.198235,0.000000,0.000000,21429.198235,126.022473,0.000000,0
2025-05-10,38271.262009,38271.262009,32892.615412,0.000000,15787.736195,12788.066318,17771.900250,10800.000000,10800.000000,20781.946343,0.000000,0.000000,20781.946343,94.651119,0.000000,0
2025-05-11,63972.389112,65858.733004,60538.931098,558.832341,17757.818493,15009.170704,2865.036567,10800.000000,10105.180306,37413.313695,3580.819418,3884.315833,44878.448946,44.402219,0.000000,1
2025-05-12,55995.377695,63113.915272,57218.625457,254.301564,16535.156290,13883.312261,2889.887757,10105.180306,9560.918455,33386.244324,7195.305834,1653.019472,42234.569630,59.627155,0.000000,1
2025-05-13,66203.353896,65866.138063,61416.058556,448.507559,18291.118961,13702.567966,4146.802349,9560.918455,10797.850002,38838.826011,3005.451731,2909.265613,44753.543355,63.923834,0.000000,1
2025-05-14,63934.726687,65777.813385,59353.326074,299.188553,17925.797447,14708.335679,3420.904074,10797.850002,10588.472506,38440.163324,2904.373037,1920.729882,43265.266242,53.531798,0.000000,2
2025-05-15,62248.941082,65891.444375,58981.901081,0.000000,19072.197157,15337.633321,2482.278964,10588.472506,10711.635145,38114.330455,3265.324858,0.000000,41379.655313,46.708260,0.000000,2
2025-05-16,37644.878600,37644.878600,30905.260868,0.000000,16611.412075,13375.715412,24954.057674,10711.635145,10800.000000,21242.674523,0.000000,0.000000,21242.674523,97.224973,0.000000,0
2025-05-17,38061.538507,38061.538507,31958.465779,0.000000,16898.756402,13687.992685,18298.902981,10800.000000,10800.000000,21270.504773,0.000000,0.000000,21270.504773,105.052875,0.000000,0
2025-05-18,67507.111994,67507.111994,59538.192684,105.742797,18317.069351,14976.591521,2627.289551,10800.000000,10644.705170,39663.637850,0.000000,586.871078,40250.508928,47.351775,0.000000,0
2025-05-19,60895.920821,60895.920821,56405.801473,273.595519,17610.787547,14291.895157,5845.288049,10644.705170,10614.530456,36010.309737,0.000000,1859.128159,37869.437896,51.564747,0.000000,0
2025-05-20,60625.771017,63678.782540,58461.420582,190.412711,17260.466711,14399.907328,1263.879090,10614.530456,10149.053464,36206.030336,3483.641254,1324.024475,41013.696066,59.906375,0.000000,1
2025-05-21,56857.241100,61263.405610,57838.148034,90.837141,16668.793999,14165.121905,4062.697796,10149.053464,9411.943724,34634.260354,4480.371431,443.201589,39557.833374,60.422595,0.000000,1
2025-05-22,60392.257823,60392.257823,57614.990079,2.570000,18359.584819,14368.806723,2810.151166,9411.943724,9970.229257,36761.173246,0.000000,17.333365,36778.506611,56.236986,0.000000,0
2025-05-23,37382.619694,37382.619694,32445.821036,0.000000,16335.146145,12484.674709,22174.400718,9970.229257,10800.000000,20872.275115,0.000000,0.000000,20872.275115,101.024932,0.000000,0
2025-05-24,37903.420189,37903.420189,30339.564266,0.000000,16574.939012,13425.700600,23435.824470,10800.000000,10800.000000,21502.087851,0.000000,0.000000,21502.087851,81.509015,0.000000,0
2025-05-25,62313.080774,62313.080774,56901.317130,0.000000,16884.843853,13676.723521,5148.186617,10800.000000,10800.000000,37040.047684,0.000000,0.000000,37040.047684,51.138368,0.000000,0
2025-05-26,60402.508807,63395.456327,60718.691400,0.000000,18974.198067,15369.100434,2533.760816,10800.000000,10800.000000,36603.823228,3468.376012,0.000000,40072.199240,64.391718,0.000000,2
2025-05-27,57062.129553,63586.943185,56475.905683,0.000000,18120.139397,14677.312912,3642.711895,10800.000000,10800.000000,34975.520508,5562.659245,0.000000,40538.179753,51.211849,0.000000,2
2025-05-28,65800.985050,65800.985050,60666.210569,0.000000,17663.624564,14307.535897,5036.297802,10800.000000,10800.000000,39187.529490,0.000000,0.000000,39187.529490,37.386758,0.000000,0
2025-05-29,64990.053115,69062.123208,61444.573391,11.370977,18002.381578,14581.929078,3925.368369,10800.000000,10800.000000,38990.828375,4778.850299,76.441393,43846.120068,49.215379,0.000000,1
2025-05-30,39548.788596,39548.788596,30850.585685,0.000000,15644.819050,12672.303431,21281.836798,10800.000000,10800.000000,22819.038121,0.000000,0.000000,22819.038121,122.103136,0.000000,0
2025-05-31,42842.629261,42842.629261,31390.898285,0.000000,15260.842427,12361.282366,20102.156674,10800.000000,10800.000000,25009.030627,0.000000,0.000000,25009.030627,133.112183,0.000000,0
2025-06-01,80851.766352,83883.646232,73103.164498,167.457694,16961.333594,15472.526681,556.988984,10800.000000,8873.503922,49436.142143,9939.494645,1089.279938,60464.916725,79.824306,0.000000,1
2025-06-02,82588.814584,85807.274833,73553.205142,399.659562,21153.317512,16400.234060,558.973801,8873.503922,9689.007393,50978.491601,3732.255572,2417.198233,57127.945406,105.405071,0.000000,1
2025-06-03,75917.234940,84399.670500,73299.460117,117.367667,17718.081531,14713.840580,2220.220001,9689.007393,9286.569016,46455.489257,11349.999163,791.070012,58596.558432,81.773231,0.000000,1
2025-06-04,86706.102337,89737.763084,74504.877911,156.783814,19601.547928,15016.367857,431.220833,9286.569016,10243.108977,53822.311010,3265.865086,1066.620942,58154.797039,115.553593,0.000000,1
2025-06-05,75609.629286,84161.590826,74818.711235,65.727444,17912.501185,15183.701377,1006.320849,10243.108977,9493.580737,45793.105839,13442.478113,443.456364,59679.040316,90.758919,0.000000,1
2025-06-06,51899.445878,51899.445878,44869.770507,0.000000,13788.889997,10106.512989,10332.398100,9493.580737,10674.122858,29929.191748,0.000000,0.000000,29929.191748,76.992743,0.000000,0
2025-06-07,57776.801296,57776.801296,42920.705090,0.000000,12144.048479,9723.389840,9373.533284,10674.122858,10800.000000,32206.529482,0.000000,0.000000,32206.529482,109.323916,0.000000,0
2025-06-08,73587.692767,74223.633716,67751.221317,252.984635,18317.243447,16075.124909,577.164149,10800.000000,9424.269204,44635.726665,5947.382476,1619.512924,52202.622065,111.570398,0.000000,1
2025-06-09,82847.990218,85187.994713,76489.671084,314.172513,21430.513481,16423.141586,863.758968,9424.269204,10463.796241,51501.541094,2167.676142,2097.727000,55766.944236,77.187175,0.000000,1
2025-06-10,76907.511983,80217.696533,75018.977526,6.827671,19616.517858,16667.456825,458.299934,10463.796241,9599.265841,47151.352077,7485.161290,46.049229,54682.562596,79.715555,0.000000,1
2025-06-11,82971.781615,86299.136002,79932.714142,141.382253,21670.814512,17805.356300,124.191866,9599.265841,9319.269679,52191.181073,9189.626408,921.607048,62302.414529,75.717370,0.000000,2
2025-06-12,81339.932406,87229.844235,78115.011542,0.000000,21707.902515,16493.789273,448.506866,9319.269679,10529.949417,50659.540826,6849.638058,0.000000,57509.178884,68.722272,0.000000,1
2025-06-13,51236.592834,51236.592834,42117.553674,0.000000,12381.653318,9786.093663,11176.680321,10529.949417,10800.000000,29475.924347,0.000000,0.000000,29475.924347,66.787911,0.000000,0
2025-06-14,52217.252540,52217.252540,42247.557105,0.000000,11676.281878,9457.788322,13835.720798,10800.000000,10800.000000,30096.516705,0.000000,0.000000,30096.516705,98.738811,0.000000,0
2025-06-15,76118.382422,81270.491938,74299.626623,16.878649,19958.972391,16415.885451,146.444000,10800.000000,10523.202429,46913.346056,7135.759404,113.846489,54162.951949,85.504470,0.000000,1
2025-06-16,80163.414845,85018.875915,76976.102063,56.267672,20863.003941,16796.122606,271.435584,10523.202429,10637.547525,49580.169377,7411.789887,379.709090,57371.668353,74.525185,0.000000,1
2025-06-17,82633.187570,88576.313809,78675.913228,5.898013,20467.137636,16504.366964,82.029350,10637.547525,10719.785881,51366.867413,8322.497386,39.948798,59729.313598,71.820525,0.000000,1
2025-06-18,83303.584641,88508.235988,74604.570769,0.000000,18501.653998,14914.147031,88.672900,10719.785881,10800.000000,51754.377466,7012.364218,0.000000,58766.741684,61.655686,0.000000,1
2025-06-19,79032.962357,80128.475906,73204.450033,3.824990,19278.635628,15615.694858,1285.830056,10800.000000,10800.000000,48955.815495,7429.237650,25.786173,56410.839318,83.687402,0.000000,1
2025-06-20,50616.905704,50616.905704,40476.623980,0.000000,10928.173981,8851.820925,15999.690074,10800.000000,10800.000000,29855.744029,0.000000,0.000000,29855.744029,91.787005,0.000000,0
2025-06-21,46825.503169,46825.503169,37536.442939,0.000000,14940.763565,12102.018487,15362.957463,10800.000000,10800.000000,27867.801524,0.000000,0.000000,27867.801524,81.015752,0.000000,0
2025-06-22,77764.924298,79133.488136,71794.854004,0.000000,20414.098096,16535.419457,458.834267,10800.000000,10800.000000,47505.549229,6890.441506,0.000000,54395.990735,73.226211,0.000000,1
2025-06-23,78742.595036,81879.757337,71813.822709,0.176123,19304.225111,15636.422340,1084.910057,10800.000000,10800.000000,49389.301455,4822.986499,1.187242,54213.475196,65.014362,0.000000,1
2025-06-24,90438.848862,91095.588509,80468.192629,0.000000,21211.144916,17181.027382,169.282851,10800.000000,10800.000000,57316.700570,934.726241,0.000000,58251.426811,48.985720,0.000000,1
2025-06-25,81375.628964,84823.322064,74563.111076,0.000000,18910.334507,15317.370951,532.726150,10800.000000,10800.000000,50276.857521,5805.750784,0.000000,56082.608305,76.345810,0.000000,1
