date,interval_index,interval_start,interval_end,actual_net_load_kwh,original_plan_kwh,used_plan_kwh,emergency_kwh,curtail_kwh,charge_kwh,discharge_kwh,storage_start_kwh,storage_kwh
2025-01-01,27,04:20,04:30,710.04,0.0,0.0,710.04,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,28,04:30,04:40,702.8703667,0.0,0.0,702.8703667,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,29,04:40,04:50,710.3095,0.0,0.0,710.3095,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,30,04:50,05:00,723.65,0.0,0.0,723.65,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,31,05:00,05:10,701.3697833,0.0,0.0,701.3697833,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,32,05:10,05:20,717.02055,0.0,0.0,717.02055,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,33,05:20,05:30,742.765,0.0,0.0,742.765,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,34,05:30,05:40,691.4345166666669,0.0,0.0,691.4345166666669,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,35,05:40,05:50,749.6888833,0.0,0.0,749.6888833,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,36,05:50,06:00,894.8966667,0.0,0.0,894.8966667,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,37,06:00,06:10,906.7470333666699,0.0,0.0,906.7470333666699,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,38,06:10,06:20,886.1488333,0.0,0.0,886.1488333,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,39,06:20,06:30,899.97,0.0,0.0,899.97,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,40,06:30,06:40,906.9324167,0.0,0.0,906.9324167,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,41,06:40,06:50,907.4001667,0.0,0.0,907.4001667,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,42,06:50,07:00,905.0925,0.0,0.0,905.0925,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,43,07:00,07:10,878.91441663,0.0,0.0,878.91441663,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,44,07:10,07:20,848.08469997,0.0,0.0,848.08469997,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,45,07:20,07:30,799.8166666999999,0.0,0.0,799.8166666999999,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,46,07:30,07:40,729.7683834000001,0.0,0.0,729.7683834000001,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,47,07:40,07:50,804.7576329999999,0.0,0.0,804.7576329999999,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,48,07:50,08:00,953.952083,0.0,0.0,953.952083,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,49,08:00,08:10,921.9955829999999,0.0,0.0,921.9955829999999,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,50,08:10,08:20,833.4274829999999,0.0,0.0,833.4274829999999,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,51,08:20,08:30,787.6695830000001,0.0,0.0,787.6695830000001,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,52,08:30,08:40,755.8976336999999,0.0,0.0,755.8976336999999,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,53,08:40,08:50,692.23025,0.0,0.0,692.23025,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,54,08:50,09:00,621.054583,0.0,0.0,621.054583,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,55,09:00,09:10,603.3464163,0.0,0.0,603.3464163,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,56,09:10,09:20,558.986017,0.0,0.0,558.986017,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,57,09:20,09:30,491.584167,0.0,0.0,491.584167,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,58,09:30,09:40,482.2786503000001,0.0,0.0,482.2786503000001,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,59,09:40,09:50,448.07084999999995,0.0,0.0,448.07084999999995,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,60,09:50,10:00,377.13708299999985,0.0,0.0,377.13708299999985,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,61,10:00,10:10,340.8031667,0.0,0.0,340.8031667,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,62,10:10,10:20,292.9262666999999,0.0,0.0,292.9262666999999,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,63,10:20,10:30,248.57416699999987,0.0,0.0,248.57416699999987,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,64,10:30,10:40,276.83206670000015,0.0,0.0,276.83206670000015,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,65,10:40,10:50,299.63006630000007,0.0,0.0,299.63006630000007,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,66,10:50,11:00,293.8466669999999,0.0,0.0,293.8466669999999,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,67,11:00,11:10,309.9957999999999,0.0,0.0,309.9957999999999,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,68,11:10,11:20,322.94439969999996,0.0,0.0,322.94439969999996,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,69,11:20,11:30,305.73249999999996,0.0,0.0,305.73249999999996,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,70,11:30,11:40,256.04914970000004,0.0,0.0,256.04914970000004,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,71,11:40,11:50,198.83209969999996,0.0,0.0,198.83209969999996,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,72,11:50,12:00,189.92958299999998,0.0,0.0,189.92958299999998,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,73,12:00,12:10,259.0887003,0.0,0.0,259.0887003,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,74,12:10,12:20,244.46364970000002,0.0,0.0,244.46364970000002,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,75,12:20,12:30,163.56583299999988,0.0,0.0,163.56583299999988,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,76,12:30,12:40,191.35543299999995,0.0,0.0,191.35543299999995,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,77,12:40,12:50,228.33834999999988,0.0,0.0,228.33834999999988,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,78,12:50,13:00,236.7579169999999,0.0,0.0,236.7579169999999,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,79,13:00,13:10,282.22439970000005,0.0,0.0,282.22439970000005,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,80,13:10,13:20,314.4271837000001,0.0,0.0,314.4271837000001,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,81,13:20,13:30,298.48625000000015,0.0,0.0,298.48625000000015,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,82,13:30,13:40,262.15679969999985,0.0,0.0,262.15679969999985,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,83,13:40,13:50,295.02009969999995,0.0,0.0,295.02009969999995,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,84,13:50,14:00,382.5574999999999,0.0,0.0,382.5574999999999,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,85,14:00,14:10,421.2368,0.0,0.0,421.2368,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,86,14:10,14:20,427.15828299999987,0.0,0.0,427.15828299999987,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,87,14:20,14:30,435.75916699999993,0.0,0.0,435.75916699999993,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,88,14:30,14:40,458.40663369999993,0.0,0.0,458.40663369999993,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,89,14:40,14:50,460.92816630000016,0.0,0.0,460.92816630000016,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,90,14:50,15:00,471.225417,0.0,0.0,471.225417,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,91,15:00,15:10,553.410717,0.0,0.0,553.410717,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,92,15:10,15:20,627.0767329999999,0.0,0.0,627.0767329999999,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,93,15:20,15:30,664.768333,0.0,0.0,664.768333,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,94,15:30,15:40,714.2260999999999,0.0,0.0,714.2260999999999,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,95,15:40,15:50,765.326133,0.0,0.0,765.326133,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,96,15:50,16:00,813.075,0.0,0.0,813.075,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,97,16:00,16:10,865.9615833,0.0,0.0,865.9615833,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,98,16:10,16:20,905.2061163,0.0,0.0,905.2061163,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,99,16:20,16:30,930.9229170000001,0.0,0.0,930.9229170000001,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,100,16:30,16:40,966.07949967,0.0,0.0,966.07949967,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,101,16:40,16:50,1019.8431169999999,0.0,0.0,1019.8431169999999,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,102,16:50,17:00,1064.349583,0.0,0.0,1064.349583,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,103,17:00,17:10,1054.197217,0.0,0.0,1054.197217,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,104,17:10,17:20,1027.2526003332998,0.0,0.0,1027.2526003332998,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,105,17:20,17:30,1031.998333,0.0,0.0,1031.998333,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,106,17:30,17:40,1077.417783,0.0,0.0,1077.417783,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,107,17:40,17:50,960.60053336667,0.0,0.0,960.60053336667,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,108,17:50,18:00,754.9083333,0.0,0.0,754.9083333,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,109,18:00,18:10,748.4221333,0.0,0.0,748.4221333,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,110,18:10,18:20,773.9983166333329,0.0,0.0,773.9983166333329,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,111,18:20,18:30,744.8683333,0.0,0.0,744.8683333,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,112,18:30,18:40,745.0775,0.0,0.0,745.0775,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,113,18:40,18:50,751.8122333333333,0.0,0.0,751.8122333333333,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,114,18:50,19:00,747.695,0.0,0.0,747.695,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,115,19:00,19:10,745.2882167,0.0,0.0,745.2882167,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,116,19:10,19:20,739.9705833,0.0,0.0,739.9705833,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,117,19:20,19:30,731.1983333,0.0,0.0,731.1983333,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,118,19:30,19:40,724.66275,0.0,0.0,724.66275,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,119,19:40,19:50,716.7724167,0.0,0.0,716.7724167,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,120,19:50,20:00,719.3316667,0.0,0.0,719.3316667,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,121,20:00,20:10,747.2124,0.0,0.0,747.2124,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,122,20:10,20:20,758.6176667,0.0,0.0,758.6176667,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,123,20:20,20:30,749.9666667,0.0,0.0,749.9666667,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,124,20:30,20:40,755.8489167,0.0,0.0,755.8489167,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,125,20:40,20:50,754.8193333,0.0,0.0,754.8193333,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,126,20:50,21:00,747.2516667,0.0,0.0,747.2516667,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,127,21:00,21:10,758.0383667,0.0,0.0,758.0383667,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,128,21:10,21:20,765.94735,0.0,0.0,765.94735,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,129,21:20,21:30,770.15,0.0,0.0,770.15,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,130,21:30,21:40,775.6191333,0.0,0.0,775.6191333,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,131,21:40,21:50,688.6640833,0.0,0.0,688.6640833,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,132,21:50,22:00,560.5,0.0,0.0,560.5,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,133,22:00,22:10,550.9598,0.0,0.0,550.9598,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,134,22:10,22:20,578.4886667,0.0,0.0,578.4886667,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,135,22:20,22:30,586.895,0.0,0.0,586.895,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,136,22:30,22:40,593.5879833,0.0,0.0,593.5879833,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,137,22:40,22:50,564.3446667,0.0,0.0,564.3446667,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,138,22:50,23:00,548.3316667,0.0,0.0,548.3316667,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,139,23:00,23:10,629.0425333,0.0,0.0,629.0425333,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,140,23:10,23:20,647.27,0.0,0.0,647.27,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,141,23:20,23:30,587.5233333,0.0,0.0,587.5233333,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,142,23:30,23:40,592.26515,0.0,0.0,592.26515,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,143,23:40,23:50,616.1856833,0.0,0.0,616.1856833,0.0,0.0,0.0,6000.0,6000.0
2025-01-01,144,23:50,24:00,616.1166667,0.0,0.0,616.1166667,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,1,00:00,00:10,603.7584833,588.2882667,588.2882667,15.470216599999958,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,2,00:10,00:20,603.7935167,601.5881167,601.5881167,2.205400000000054,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,3,00:20,00:30,618.0383333,621.0933333,618.0383333,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,4,00:30,00:40,625.0871,585.1051833,585.1051833,39.98191669999994,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,5,00:40,00:50,614.1506333,583.7604167,583.7604167,30.39021660000003,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,6,00:50,01:00,607.3566667,631.1683333,607.3566667,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,7,01:00,01:10,634.883,650.0534167,634.883,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,8,01:10,01:20,642.5204333,652.8062667,642.5204333,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,9,01:20,01:30,630.63,636.2133333,630.63,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,10,01:30,01:40,651.2308167,588.8356,588.8356,62.39521669999999,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,11,01:40,01:50,661.3733,615.7768833,615.7768833,45.59641669999996,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,12,01:50,02:00,647.795,677.455,647.795,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,13,02:00,02:10,644.2316833,635.1118333,635.1118333,9.119850000000042,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,14,02:10,02:20,655.2810167,640.8249167,640.8249167,14.456099999999992,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,15,02:20,02:30,675.9966667,705.77,675.9966667,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,16,02:30,02:40,694.1636667,684.9959167,684.9959167,9.16775000000007,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,17,02:40,02:50,677.9054333,666.1490833,666.1490833,11.756349999999998,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,18,02:50,03:00,653.24,683.6983333,653.24,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,19,03:00,03:10,678.0538333,681.0096167,678.0538333,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,20,03:10,03:20,690.0798667,688.9604333,688.9604333,1.119433400000048,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,21,03:20,03:30,676.8533333,696.53,676.8533333,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,22,03:30,03:40,689.7840167,658.8951833,658.8951833,30.888833400000067,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,23,03:40,03:50,713.8835167,651.7916,651.7916,62.091916699999956,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,24,03:50,04:00,721.83,683.2183333,683.2183333,38.6116667,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,25,04:00,04:10,704.1930833,687.3103833,687.3103833,16.8827,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,26,04:10,04:20,700.3315,694.8344667,694.8344667,5.497033299999998,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,27,04:20,04:30,712.3166667,710.04,710.04,2.276666700000078,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,28,04:30,04:40,703.1725333,702.8703667,702.8703667,0.3021666000000778,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,29,04:40,04:50,678.2314167,710.3095,678.2314167,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,30,04:50,05:00,671.825,723.65,671.825,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,31,05:00,05:10,710.4921833333334,701.3697833,701.3697833,9.122400033333406,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,32,05:10,05:20,721.7514333,717.02055,717.02055,4.730883300000073,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,33,05:20,05:30,691.5216667,742.765,691.5216667,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,34,05:30,05:40,688.3839833333329,691.4345166666669,688.3839833333329,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,35,05:40,05:50,773.6214333,749.6888833,749.6888833,23.932549999999992,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,36,05:50,06:00,901.9316667,894.8966667,894.8966667,7.035000000000082,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,37,06:00,06:10,956.39553333333,906.7470333666699,906.7470333666699,49.6484999666601,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,38,06:10,06:20,949.2315167,886.1488333,886.1488333,63.082683400000064,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,39,06:20,06:30,922.9433333,899.97,899.97,22.973333299999922,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,40,06:30,06:40,909.2691666333,906.9324167,906.9324167,2.336749933299984,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,41,06:40,06:50,913.9334167,907.4001667,907.4001667,6.533249999999953,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,42,06:50,07:00,922.37375,905.0925,905.0925,17.28125,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,43,07:00,07:10,897.1297333,878.91441663,878.91441663,18.215316669999993,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,44,07:10,07:20,870.72351663,848.08469997,848.08469997,22.638816659999975,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,45,07:20,07:30,810.8829167,799.8166666999999,799.8166666999999,11.066250000000082,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,46,07:30,07:40,684.2293167,729.7683834000001,684.2293167,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,47,07:40,07:50,746.6174667,804.7576329999999,746.6174667,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,48,07:50,08:00,944.9020830000001,953.952083,944.9020830000001,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,49,08:00,08:10,949.8879162999999,921.9955829999999,921.9955829999999,27.89233330000002,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,50,08:10,08:20,853.4746163,833.4274829999999,833.4274829999999,20.04713330000004,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,51,08:20,08:30,780.81375,787.6695830000001,780.81375,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,52,08:30,08:40,759.0293670000001,755.8976336999999,755.8976336999999,3.131733300000178,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,53,08:40,08:50,730.4140503000001,692.23025,692.23025,38.183800300000144,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,54,08:50,09:00,671.33125,621.054583,621.054583,50.276666999999975,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,55,09:00,09:10,610.1347332999999,603.3464163,603.3464163,6.788316999999893,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,56,09:10,09:20,564.5322497000001,558.986017,558.986017,5.546232700000132,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,57,09:20,09:30,529.81375,491.584167,491.584167,38.22958300000005,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,58,09:30,09:40,491.93515030000003,482.2786503000001,482.2786503000001,9.656499999999937,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,59,09:40,09:50,474.2261333,448.07084999999995,448.07084999999995,26.155283300000065,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,60,09:50,10:00,465.83124999999995,377.13708299999985,377.13708299999985,88.6941670000001,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,61,10:00,10:10,426.9711666999999,340.8031667,340.8031667,86.16799999999989,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,62,10:10,10:20,377.06359999999984,292.9262666999999,292.9262666999999,84.13733329999991,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,63,10:20,10:30,349.3483329999999,248.57416699999987,248.57416699999987,100.77416600000004,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,64,10:30,10:40,356.48984999999993,276.83206670000015,276.83206670000015,79.65778329999978,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,65,10:40,10:50,337.7988836999999,299.63006630000007,299.63006630000007,38.16881739999985,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,66,10:50,11:00,285.147917,293.8466669999999,285.147917,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,67,11:00,11:10,252.58943329999988,309.9957999999999,252.58943329999988,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,68,11:10,11:20,258.3222667,322.94439969999996,258.3222667,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,69,11:20,11:30,287.2437500000001,305.73249999999996,287.2437500000001,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,70,11:30,11:40,301.93401629999994,256.04914970000004,256.04914970000004,45.884866599999896,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,71,11:40,11:50,272.02591629999984,198.83209969999996,198.83209969999996,73.19381659999988,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,72,11:50,12:00,216.59666700000002,189.92958299999998,189.92958299999998,26.667084000000045,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,73,12:00,12:10,189.43033329999992,259.0887003,189.43033329999992,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,74,12:10,12:20,193.35159969999995,244.46364970000002,193.35159969999995,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,75,12:20,12:30,215.70500000000004,163.56583299999988,163.56583299999988,52.13916700000016,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,76,12:30,12:40,239.18693299999995,191.35543299999995,191.35543299999995,47.831500000000005,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,77,12:40,12:50,238.68365000000006,228.33834999999988,228.33834999999988,10.34530000000018,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,78,12:50,13:00,230.50041700000008,236.7579169999999,230.50041700000008,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,79,13:00,13:10,251.66346699999997,282.22439970000005,251.66346699999997,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-01-02,80,13:10,13:20,252.29825030000006,314.4271837000001,252.29825030000006,0.0,0.0,0.0,0.0,6000.0,6000.0
