operating_date,interval_index,interval_start,interval_end,duration_hours,load_kw,pv_actual_kw,electricity_price_yuan_per_kwh,load_energy_kwh,pv_actual_energy_kwh,load_robust_outlier,pv_robust_outlier,price_robust_outlier,net_load_kw,net_load_energy_kwh,is_weekend,time_sin,time_cos,year_sin,year_cos,load_lag_10min_kw,load_lag_1h_kw,load_lag_1d_kw,pv_lag_1d_kw,price_lag_1d_yuan_per_kwh,load_rolling_1h_mean_kw,load_rolling_24h_mean_kw,pv_ramp_10min_kw,price_change_10min,load_kw_zscore,net_load_kw_zscore,electricity_price_yuan_per_kwh_zscore,pv_actual_kw_minmax,weekday_dow_0,weekday_dow_1,weekday_dow_2,weekday_dow_3,weekday_dow_4,weekday_dow_5,weekday_dow_6,season_autumn,season_spring,season_summer,season_winter
2025-02-01,46,2025-02-01 07:30:00,2025-02-01 07:40:00,0.1666666667,3654.0022,1388.0797,0.7258,609.0003667,231.3466167,False,False,False,2265.9225,377.65375,1,0.906307787,-0.4226182617,0.5234156074,0.8520775211,3477.22,3117.3221,3907.5969,1451.795,0.7485,3486.907533,3270.251398,247.4047,-0.0396,-0.7388414041,-0.4927324007,-0.3573028889,0.1938895745,0,0,0,0,0,1,0,0,0,0,1
2025-02-01,47,2025-02-01 07:40:00,2025-02-01 07:50:00,0.1666666667,3841.4201,1674.452,0.8697,640.2366833,279.0753333,False,False,False,2166.9681,361.16135,1,0.8870108332,-0.4617486132,0.5234156074,0.8520775211,3654.0022,3398.49,3904.1434,1684.4217,0.8821,3576.354217,3268.490324,286.3723,0.1439,-0.6096420979,-0.548733185,0.02694035069,0.2338905942,0,0,0,0,0,1,0,0,0,0,1
2025-02-01,48,2025-02-01 07:50:00,2025-02-01 08:00:00,0.1666666667,3803.65,2004.1125,1.0783,633.9416667,334.01875,False,False,False,1799.5375,299.9229167,1,0.8660254038,-0.5,0.5234156074,0.8520775211,3841.4201,3652.75,3814.84,1927.6875,1.1147,3650.1759,3268.054745,329.6605,0.2086,-0.6356794759,-0.7566714049,0.5839461866,0.2799381908,0,0,0,0,0,1,0,0,0,0,1
2025-02-01,49,2025-02-01 08:00:00,2025-02-01 08:10:00,0.1666666667,3545.4639,2332.1065,1.0448,590.91065,388.6844167,False,False,False,1213.3574,202.2262333,1,0.8433914458,-0.5372996083,0.5234156074,0.8520775211,3803.65,3703.2843,3934.9192,2262.9928,1.0666,3675.3259,3267.977037,327.994,-0.0335,-0.8136638893,-1.08840547,0.4944941468,0.3257530075,0,0,0,0,0,1,0,0,0,0,1
2025-02-01,50,2025-02-01 08:10:00,2025-02-01 08:20:00,0.1666666667,3411.349,2632.5934,0.9667,568.5581667,438.7655667,False,False,False,778.7556,129.7926,1,0.8191520443,-0.5735764364,0.5234156074,0.8520775211,3545.4639,3572.3788,3931.9504,2591.449,0.981,3649.0225,3265.272486,300.4869,-0.0781,-0.9061179827,-1.334357562,0.2859507346,0.367725581,0,0,0,0,0,1,0,0,0,0,1
2025-02-01,51,2025-02-01 08:20:00,2025-02-01 08:30:00,0.1666666667,3445.37,2927.6625,0.9429,574.2283333,487.94375,False,False,False,517.7075,86.28458333,1,0.7933533403,-0.608761429,0.5234156074,0.8520775211,3411.349,3477.22,3736.17,2897.8875,0.9845,3622.1842,3261.657199,295.0691,-0.0238,-0.8826651023,-1.482091248,0.2223997332,0.408941386,0,0,0,0,0,1,0,0,0,0,1
2025-02-01,52,2025-02-01 08:30:00,2025-02-01 08:40:00,0.1666666667,3467.1139,3251.299,0.893,577.8523167,541.8831667,False,False,False,215.8149,35.96915,1,0.7660444431,-0.6427876097,0.5234156074,0.8520775211,3445.37,3654.0022,3695.0484,3249.3079,0.9693,3616.875867,3259.637754,323.6365,-0.0499,-0.8676756227,-1.652939865,0.08915624703,0.454147539,0,0,0,0,0,1,0,0,0,0,1
2025-02-01,53,2025-02-01 08:40:00,2025-02-01 08:50:00,0.1666666667,3894.4802,3519.7566,0.9266,649.0800333,586.6261,False,False,False,374.7236,62.45393333,1,0.7372773368,-0.6755902076,0.5234156074,0.8520775211,3467.1139,3841.4201,4100.6031,3528.513,0.9964,3585.727817,3258.054876,268.4576,0.0336,-0.5730643318,-1.563009434,0.1788753078,0.4916461998,0,0,0,0,0,1,0,0,0,0,1
2025-02-01,54,2025-02-01 08:50:00,2025-02-01 09:00:00,0.1666666667,4422.76,3731.7,0.9995,737.1266667,621.95,False,False,False,691.06,115.1766667,1,0.7071067812,-0.7071067812,0.5234156074,0.8520775211,3894.4802,3803.65,4629.99,3703.35,1.0268,3594.571167,3256.623467,211.9434,0.0729,-0.2088868245,-1.383986708,0.3735336273,0.5212508512,0,0,0,0,0,1,0,0,0,0,1
2025-02-01,55,2025-02-01 09:00:00,2025-02-01 09:10:00,0.1666666667,4267.5205,3992.5758,0.9415,711.2534167,665.4293,False,False,False,274.9447,45.82411667,1,0.6755902076,-0.7372773368,0.5234156074,0.8520775211,4422.76,3545.4639,4630.4064,3870.2159,0.9497,3697.756167,3255.184369,260.8758,-0.058,-0.3159034739,-1.619476824,0.218661439,0.557690472,0,0,0,0,0,1,0,0,0,0,1
2025-02-01,56,2025-02-01 09:10:00,2025-02-01 09:20:00,0.1666666667,4190.1702,4378.3332,0.8825,698.3617,729.7222,False,False,False,-188.163,-31.3605,1,0.6427876097,-0.7660444431,0.5234156074,0.8520775211,4267.5205,3411.349,4494.6264,4104.7555,0.9335,3818.098933,3252.664328,385.7574,-0.059,-0.3692260493,-1.881561122,0.06111904053,0.6115737887,0,0,0,0,0,1,0,0,0,0,1
2025-02-01,57,2025-02-01 09:20:00,2025-02-01 09:30:00,0.1666666667,4418.32,4788.525,0.8929,736.3866667,798.0875,False,False,False,-370.205,-61.70083333,1,0.608761429,-0.7933533403,0.5234156074,0.8520775211,4190.1702,3445.37,4430.16,4364.9625,0.9712,3947.902467,3250.550049,410.1918,0.0104,-0.2119476043,-1.984583269,0.08888922602,0.6688701482,0,0,0,0,0,1,0,0,0,0,1
2025-02-01,58,2025-02-01 09:30:00,2025-02-01 09:40:00,0.1666666667,4399.2754,5029.9241,0.9059,733.2125667,838.3206833,False,False,False,-630.6487,-105.1081167,1,0.5735764364,-0.8191520443,0.5234156074,0.8520775211,4418.32,3467.1139,4287.6493,4551.8921,0.907,4110.0608,3250.467827,241.3991,0.013,-0.2250762815,-2.131974911,0.1236019579,0.702589227,0,0,0,0,0,1,0,0,0,0,1
2025-02-01,59,2025-02-01 09:40:00,2025-02-01 09:50:00,0.1666666667,4182.7342,5203.9177,0.8581,697.1223667,867.3196167,False,False,False,-1021.1835,-170.19725,1,0.5372996083,-0.8433914458,0.5234156074,0.8520775211,4399.2754,3894.4802,4288.9844,4774.8025,0.9629,4265.42105,3251.243008,173.9936,-0.0478,-0.374352166,-2.352988379,-0.004034086968,0.7268929792,0,0,0,0,0,1,0,0,0,0,1
2025-02-01,60,2025-02-01 09:50:00,2025-02-01 10:00:00,0.1666666667,4071.53,5364.1125,0.8084,678.5883333,894.01875,False,False,False,-1292.5825,-215.4304167,1,0.5,-0.8660254038,0.5234156074,0.8520775211,4182.7342,4422.76,4432.45,5012.625,1.108,4313.463383,3250.50516,160.1948,-0.0497,-0.4510124289,-2.5065799,-0.1367435311,0.7492692892,0,0,0,0,0,1,0,0,0,0,1
2025-02-01,61,2025-02-01 10:00:00,2025-02-01 10:10:00,0.1666666667,4268.5932,5471.099,0.8605,711.4322,911.8498333,False,False,False,-1202.5058,-200.4176333,1,0.4617486132,-0.8870108332,0.5234156074,0.8520775211,4071.53,4267.5205,4456.3366,5144.9902,1.0746,4254.92505,3247.998771,106.9865,0.0521,-0.3151639923,-2.45560323,0.002374417375,0.7642133641,0,0,0,0,0,1,0,0,0,0,1
2025-02-01,62,2025-02-01 10:10:00,2025-02-01 10:20:00,0.1666666667,4240.2423,5601.7634,0.8292,706.70705,933.6272333,False,False,False,-1361.5211,-226.9201833,1,0.4226182617,-0.906307787,0.5234156074,0.8520775211,4268.5932,4190.1702,4348.1921,5373.6311,1.0388,4255.103833,3246.694997,130.6644,-0.0313,-0.3347081052,-2.545593988,-0.08120316011,0.7824648124,0,0,0,0,0,1,0,0,0,0,1
2025-02-01,63,2025-02-01 10:20:00,2025-02-01 10:30:00,0.1666666667,4001.96,5755.3125,0.7446,666.9933333,959.21875,False,False,False,-1753.3525,-292.2254167,1,0.3826834324,-0.9238795325,0.5234156074,0.8520775211,4240.2423,4418.32,4244.26,5639.625,1.0936,4263.449183,3245.945346,153.5491,-0.0846,-0.4989715392,-2.767341235,-0.3071029382,0.8039128385,0,0,0,0,0,1,0,0,0,0,1
